amém amém
então então
vamos ir
bastou bastar
o o
senhor senhor
pega pegar
pesado pesar
não não
pega pegar
pesado pesar
não não
é ser
só só
para para
chocar chocar
você você
é ser
para para
confrontar confrontar
você você
mesmo mesmo
você você
entender entender
que que
tem ter
gente gente
que que
finge fingir
que que
não não
quer querer
entender entender
não não
é ser
para para
você você
entender entender
meu meu
filho filho
eu eu
já já
falei falar
aqui aqui
para para
você você
entender entender
que que
deus deus
já já
você você
quer querer
cuidar cuidar
de de
estendi estender
a o
mão mão
sobre sobre
essas esse
pessoas pessoa
fala falar
com com
deus deus
querido querido
querida querer
senhor senhor
eu eu
entrego entregar
essas esse
vidas vida
nas em_o
suas seu
mãos mão
eles eles
ouviram ouvir
a o
tua tua
palavra palavra
eu eu
não não
mudo mudo
vida vida
de de
ninguém ninguém
eu eu
não não
tenho ter
poder poder
para para
transformar transformar
ninguém ninguém
mas mas
há haver
um um
deus deus
tremendo tremendo
poderoso poderoso
e e
comparável comparável
magnífico magnífico
que que
perdoa perdoar
que que
liberta libertar
que que
muda mudar
que que
transforma transformar
manifesta manifesto
o o
teu teu
poder poder
a o
tua tua
presença presença
nessas em_esse
medidas medida
que que
milagres milagre
aconteçam acontecer
que que
portas porta
sejam ser
abertas abrir
que que
vitórias vitória
sejam ser
conquistadas conquistar
cadeias cadeia
sejam ser
quebradas quebrar
receba receber
vitória vitória
receba receber
a o
bênção bênção
recebo receber
milagre milagre
recebo receber
perdão perdão
receba receber
a o
salvação salvação
em em
nome nome
de de
jesus jesus
amém amém
é ser
querido querer
querida querer
a o
gente gente
estende estender
uma um
as o
plaquinhas plaquinhas
tanto tanto
para para
a o
direita direita
quanto quanto
na em_o
esquerda esquerda
pra pra
você você
dá dar
uma um
olhadinha olhado
ó ó
bem bem
vindo vir
à a_o
sua seu
nova novo
família família
você você
é ser
especial especial
você você
faz fazer
parte parte
da de_o
grande grande
família família
olha olhar
aí aí
ó ó
am am
e e
eu eu
vou ir
pedir pedir
a a
você você
uma um
coisa coisa
aqui aqui
olha olhar
pra pra
mim eu
aqui aqui
rapidinho rápido
bem bem
rapidinho rápido
eu eu
vou ir
oferecer oferecer
um um
livro livro
meu meu
pra pra
você você
o o
livro livro
pequenininho pequenino
64 64
páginas página
chapa chapa
de de
abençoar abençoar
uma um
leitura leitura
rápida rápido
de de
um um
livre livre
pequenininho pequenino
que que
pode poder
ajudar ajudar
eu eu
quero querer
dar dar
um um
livro livro
de de
presente presente
para para
cada cada
um um
de de
vocês você
o o
pessoal pessoal
vai ir
anotar anotar
seu seu
nome nome
aqui aqui
numa em_um
sala sala
porque porque
fica ficar
muito muito
ruim ruim
pra pra
gente gente
olhar olhar
por por
você você
e e
te tu
dá dar
um um
livre livre
liberar liberar
carro carro
termina terminar
a o
reunião reunião
então então
é ser
o o
seguinte seguinte
a o
metade metade
sai sair
pra pra
cá cá
a a
outra outro
metade metade
sai sair
por por
lá lá
a a
facilitar facilitar
aqui aqui
a o
metade metade
acompanhe acompanhar
aqui aqui
é ser
bem bem
rápido rápido
você você
vai ir
ser ser
liberado liberar
da de_o
1a 1a
pão pão
já já
com com
força força
e e
meu meu
irmão irmão
aleluia aleluia
e e
glória glória
a a
deus deus
o o
diabo diabo
perdeu perder
mais mais
uma um
vez vez
a a
ele ele
a o
glória glória
a a
ele ele
a o
glória glória
a a
deus deus
a o
glória glória
a a
deus deus
a o
glória glória
aleluia aleluiar
aleluia aleluia
e e
glória glória
jorge jorge
jesus jesus
nós nós
vamos ir
terminar terminar
esse esse
culto culto
temos ter
duas dois
crianças criança
para para
apresentar apresentar
duas dois
duas dois
dragas draga
que que
o o
davi davi
duarte duarte
o o
benjamim benjamim
da de_o
silva silva
e e
temos ter
aqui aqui
abençoá abençoá
que que
um um
casal casal
que que
vai ir
ficar ficar
noivo noivo
e e
que que
vão ir
casar casar
vem vir
aqui aqui
a o
milan milan
me eu
chorar chorar
e e
maurício maurício
correia correia
pode poder
vir vir
maravilha maravilha
do de_o
teu teu
amor amor
alegre alegre
feliz feliz
e e
quero querer
também também
que que
bom bom
maravilha maravilhar
o o
amor amor
é ser
lindo lindo
levantar levantar
acreditar acreditar
eu eu
me eu
lembro lembrar
ela ela
está estar
lembrando lembrar
aqui aqui
que que
eu eu
falei falar
você você
que que
achou achar
inteiro inteiro
foi ser
abandonado abandonar
que que
a o
casa casa
fica ficar
de de
pé pé
que que
o o
vovô vovô
a a
lei lei
não não
fica ficar
com com
vergonha vergonha
não não
tá estar
doido doido
pra pra
casar casar
ela ela
tá estar
aqui aqui
hoje hoje
a o
aliança aliança
devagar devagar
no em_o
dedinho dedo
dela de_ela
mãe mãe
no em_o
dedão dedo
dele de_ele
de de
magalhães magalhães
da de_o
morte morte
das de_o
alianças aliança
estendi estender
a o
mão mão
sobre sobre
eles eles
o o
senhor senhor
guarde guardar
esse esse
casal casal
nunca nunca
é ser
tempo tempo
pra para_o
gente gente
ser ser
feliz feliz
porque porque
deus deus
ama amar
a o
felicidade felicidade
do de_o
homem homem
do de_o
ser ser
humano humano
e e
o o
casamento casamento
é ser
o o
único único
lugar lugar
onde onde
existe existir
uma um
verdadeira verdadeiro
cumprir cumprir
tude tude
do de_o
ser ser
humano humano
que que
eles eles
possam poder
construir construir
uma um
história história
de de
amor amor
e e
de de
pensão pensão
atua atuar
bênção bênção
esteja estar
sobre sobre
ele ele
portas porta
abertas aberto
no em_o
nome nome
de de
jesus jesus
amém amém
amém amém
botão botão
verde verde
na em_o
noite noite
não não
tinha ter
foto foto
a o
criançada criançada
aqui aqui
aqui aqui
olha olhar
o o
coraçãozinho coração
não não
se se
leva levar
o o
coração coração
segurar segurar
aqui aqui
estendi estender
a o
mão mão
sobre sobre
essas esse
famílias família
tudo tudo
bem bem
irmão irmão
agora agora
jesus jesus
você você
exporta exportar
no em_o
meu meu
filho filho
o o
senhor senhor
nós nós
entregamos entregar
essas esse
crianças criança
nas em_o
duas dois
mãos mão
nós nós
abençoamos abençoamos
declaramos declarar
que que
elas ele
são ser
tuas tuas
guarda guardar
essas esse
famílias família
que que
elas ele
sejam ser
criadas criar
na em_o
tua tua
palavra palavra
na em_o
tua tua
doutrina doutrina
possam poder
marcar marcar
sua seu
geração geração
pessoas pessoa
próspera próspero
generosa generoso
as o
abençoadas abençoado
e e
abençoadoras abençoadoras
de de
sabedoria sabedoria
os o
pais pai
para para
instruí instruir
las las
guiá guiá
-las elas
que que
o o
celular celular
seja ser
um um
lar lar
de de
paz paz
alegria alegria
e e
prosperidade prosperidade
nós nós
entregamos entregar
nas em_o
suas seu
mãos mão
em em
nome nome
de de
há haver
nem nem
glória glória
a a
deus deus
aleluia aleluiar
você você
pode poder
repetir repetir
comigo com_eu
após após
a o
eu eu
vou ir
falar falar
inteiro inteiro
e e
você você
repete repetir
tá estar
ok ok
tribulação tribulação
sim sim
angústia angústia
não não
é ser
flex flex
usín usín
desanimar desanimar
não não
perseguindo perseguir
sim sim
desamparado desamparar
não não
abatidos abater
sim sim
protegido proteger
também também
chin chin
protegido protegido
está estar
guardado guardar
aleluia aleluia
fique ficar
tranquilo tranquilo
está estar
estabelecido estabelecer
limite limite
não não
tem ter
capeta capeta
não não
tem ter
mundo mundo
não não
tende tender
a a
barrón barrón
peixe peixe
seja ser
feliz feliz
vive viver
uma um
vida vida
vitoriosa vitorioso
triunfante triunfante
tem ter
uma um
semana semana
de de
paz paz
vá ir
pra para_o
casa casa
de de
deus deus
domingo domingo
temos ter
a o
celebração celebração
da de_o
ceia ceia
traga trazer
sua seu
família família
vê ver
ouve ouvir
a o
palavra palavra
para para
crescer crescer
para para
aprender aprender
para para
amadurecer amadurecer
deus deus
te tu
abençoe abençoar
deus deus
te tu
guarde guardar
deus deus
abençoe abençoar
a o
nossa nosso
cidade cidade
traga trazer
a o
paz paz
a a
essa esse
cidade cidade
que que
guarde guardar
do de_o
homem homem
mau mau
que que
proteja proteger
deus deus
traga trazer
dias dia
melhores bom
para para
a o
nossa nosso
nação nação
deus deus
abre abrir
os o
olhos olho
do de_o
povo povo
brasileiro brasileiro
que que
possamos possar
colocar colocar
gente gente
que que
tenha ter
graça graça
liderança liderança
integridade integridade
honestidade honestidade
ea ea
nação nação
para para
que que
o o
brasil brasil
tenha ter
dias dia
melhores bom
e e
prosperidade prosperidade
em em
cada cada
casa casa
a a
bênção bênção
de de
deus deus
te tu
acompanhe acompanhar
promessas promessa
de de
deus deus
se se
manifesta manifestar
na em_o
sua seu
vida vida
a a
graça graça
de de
nosso nosso
senhor senhor
e e
salvador salvador
jesus jesus
cristo cristo
o o
grande grande
amor amor
de de
deus deus
as o
consolações consolação
do de_o
espírito espírito
santo santo
sejam ser
sobre sobre
todos todo
e e
todos todo
girão gir
vai ir
em em
paz paz
