[ [
imitadores imitador
de de
deus deus
como como
filhos filho
a a
mouse mouse
você você
não não
tem ter
saída saída
irmão irmão
aimar aimar
que que
tudo tudo
que que
você você
ouviu ouvir
a o
kingdom kingdom
há haver
só só
uma um
diferença diferença
sobre sobre
na em_o
sua seu
vida vida
tudo tudo
que que
você você
ouviu ouvir
aqui aqui
sirva servir
pra pra
que que
eu eu
e e
você você
possamos possar
ser ser
um um
filho filho
de de
deus deus
melhor bom
o o
deus deus
ajuda ajudar
dos de_o
avós avô
irmãos irmão
eu eu
não não
vim vir
aqui aqui
passar passar
uma um
imagem imagem
de de
homem homem
perfeito perfeito
eu eu
tenho ter
falhas falha
eu eu
preciso precisar
melhorar melhorar
muita muito
coisa coisa
eu eu
preciso precisar
corrigir corrigir
muita muito
coisa coisa
deus deus
sabe saber
eu eu
sei saber
quem quem
convive conviver
comigo com_eu
sabe saber
também também
eu eu
não não
vim vir
aqui aqui
passar passar
um um
padrão padrão
de de
perfeição perfeição
e e
de de
homem homem
fantástico fantástico
mas mas
nós nós
viemos vir
aqui aqui
para para
contribuir contribuir
com com
você você
pra pra
que que
você você
viva viver
o o
modelo modelo
de de
verdadeiro verdadeiro
pense pensar
e e
reflita refletir
sobre sobre
a o
sua seu
vida vida
sabe saber
eu eu
não não
vou ir
encerrar encerrar
esse esse
congresso congresso
porque porque
uma um
marca marca
de de
todos todo
os o
eventos evento
que que
nós nós
fazemos fazer
é é
que que
vem vir
nos em_o
eventos evento
marido marido
de de
crente crente
que que
não não
é ser
criminoso criminoso
a o
esposa esposo
de de
crédito crédito
quem quem
não não
é ser
crente crente
filho filho
de de
crédito crédito
é ser
crente crente
filho filho
que que
acompanhou acompanhar
paulo paulo
esposa esposar
que que
acompanha acompanhar
o o
marido marido
marido marido
que que
acompanha acompanhar
os o
amigos amigo
que que
acompanham acompanhar
amigos amigo
gente gente
que que
gosta gostar
de de
nos nós
ver ver
na em_o
tv tv
e e
que que
vem vir
o o
congresso congresso
eu eu
vou ir
te tu
amo amar
você você
pra pra
ser ser
simples simples
criatura criatura
meu meu
chapa chapa
deus deus
o o
chamou chamar
você você
para para
houve haver
saque saque
continuar continuar
com com
essa esse
vida vida
eu eu
vou ir
fazer fazer
porque porque
não não
é ser
da de_o
minha meu
responsabilidade responsabilidade
de de
jab jab
jorge jorge
linhares linhares
eu eu
o o
que que
tínhamos ter
que que
falar falar
um um
chá chá
com com
a o
bola bola
mas mas
eu eu
quero querer
fazer fazer
um um
apelo apelo
aqui aqui
eu eu
quero querer
fazer fazer
um um
apelo apelo
aqui aqui
quem quem
sabe saber
aqui aqui
no em_o
meio meio
dessa de_esse
gente gente
tem ter
pessoas pessoa
que que
precisam precisar
se se
arrepender arrepender
dos de_o
seus seu
pecados pecado
se se
converteu converter
o o
senhor senhor
para para
ele ele
cuidar cuidar
pavimento pavimento
a o
estônia estônia
quem quem
sabe saber
tem ter
gente gente
aqui aqui
que que
nunca nunca
fraca fraco
não não
você você
tenha ter
caído cair
caída cair
você você
está estar
vivendo viver
uma um
vida vida
errada errar
e e
vem vir
aqui aqui
neste em_este
congresso congresso
pedindo pedir
socorro socorro
a a
deus deus
deu dar
pela por_o
ajuda ajuda
de de
deus deus
eu eu
preciso precisar
consertar consertar
eu eu
convivi conviver
errado errar
por por
favor favor
por por
favor favor
não não
estou estar
falando falar
de de
fraco fraco
eu eu
estou estar
falando falar
de de
quem quem
está estar
vivendo viver
um um
pecado pecado
vida vida
errada errar
você você
conhece conhecer
a o
verdade verdade
deus deus
te tu
trouxe trazer
aqui aqui
foi ser
deus deus
foi ser
o o
espírito espírito
santo santo
que que
colocou colocar
aqui aqui
que que
ele ele
tem ter
um um
propósito propósito
está estar
sozinho sozinho
estou estar
preocupado preocupado
se se
não não
vem vir
se se
vêem ver
e e
se se
vence vencer
há há
11 11
10 10
eu eu
não não
salva salvar
ninguém ninguém
acha achar
que que
entre entre
esse esse
povo povo
tem ter
gente gente
que que
quer querer
empregar empregar
sua seu
deus deus
e e
que que
são ser
um um
verdadeiro verdadeiro
filho filho
de de
deus deus
se se
aqui aqui
neste em_este
final final
de de
contrato contrato
tem ter
gente gente
talvez talvez
você você
já já
foi ser
excluído excluir
do de_o
rol rol
de de
membros membro
da de_o
sua seu
igreja igreja
não não
sei saber
se se
está estar
a a
viver viver
uma um
vida vida
toda todo
errada errar
não não
tenha ter
medo medo
nem nem
vergonha vergonha
nós nós
não não
estamos estar
aqui aqui
para para
apontar apontar
o o
erro erro
de de
ninguém ninguém
eu eu
quero querer
convidar convidar
você você
a a
sair sair
do de_o
seu seu
lugar lugar
vem vir
aqui aqui
à a_o
frente frente
eu eu
vou ir
pra pra
se se
você você
quer querer
se se
tiver ter
um um
2 2
se se
não não
tiver ter
ninguém ninguém
eu eu
vou ir
fazer fazer
agora agora
ascenso ascenso
por por
favor favor
e e
chute chutar
o o
apelo apelo
que que
eu eu
estou estar
fazendo fazer
o o
senhor senhor
não não
estou estar
fazendo fazer
apelo apelo
para para
crente crente
que que
tá estar
fraco fraco
mas mas
tudo tudo
bem bem
fraca fraco
renovação renovação
espiritual espiritual
fique ficar
no em_o
seu seu
o o
meu meu
apelo apelo
é ser
para para
quem quem
a a
afastado afastar
o o
meu meu
apelo apelo
é ser
para para
quem quem
quer querer
vida vida
com com
deus deus
você você
vê ver
aqui aqui
acompanhando acompanhar
alguém alguém
você você
vê ver
aqui aqui
porque porque
alguém alguém
te tu
convidou convidar
ai ai
ai ai
pela por_o
fé fé
a a
lei lei
n n
vel vel
solo solo
não não
sabia saber
a o
hora hora
sua seu
sim sim
meus meu
pecados pecado
assim assim
é ser
jesus jesus
e e
vamos ir
eu eu
nunca nunca
nem nem
na em_o
bíblia bíblia
que que
alegria alegria
no em_o
céu céu
porque porque
um um
paralítico paralítico
do de_o
eu eu
nunca nunca
li ler
na em_o
bíblia bíblia
que que
alegria alegria
no em_o
céu céu
porque porque
o o
morto morto
ressuscitou ressuscitar
eu eu
nunca nunca
li ler
na em_o
bíblia bíblia
que que
a o
alegria alegria
no em_o
céu céu
porque porque
o o
sérvio sérvio
viu ver
mas mas
eu eu
já já
li ler
na em_o
bíblia bíblia
e e
alegria alegria
no em_o
céu céu
o o
mercado mercado
disse dizer
a o
epe epe
é ser
o o
score score
hoje hoje
na em_o
área área
a a
deus deus
joris joris
olha olhar
por por
essas esse
que que
se se
estende estender
a o
sua seu
mãe mãe
eu eu
quero querer
declarar declarar
para para
cada cada
uma uma
que que
está estar
aqui aqui
cada cada
pessoa pessoa
que que
está estar
aqui aqui
se se
você você
ficar ficar
firme firme
com com
o o
senhor senhor
você você
vai ir
ver ver
o o
que que
é ser
que que
deus deus
vai ir
fazer fazer
nas em_o
horas hora
deus deus
tem ter
coisas coisa
pra pra
você você
que que
você você
nem nem
imagina imaginar
deus deus
tem ter
dez dez
anos ano
pra pra
você você
que que
você você
nem nem
sonha sonhar
eu eu
tenho ter
um um
caminho caminho
novo novo
para para
você você
que que
você você
nem nem
pode poder
vislumbrar vislumbrar
agora agora
mas mas
se se
você você
permanecer permanecer
fiel fiel
eu eu
profetizo profetizar
sobre sobre
a o
sua seu
vida vida
que que
deus deus
vai ir
te tu
usar usar
poderosa poderoso
mesmo mesmo
o o
que que
você você
vai ir
ser ser
canal canal
de de
bênção bênção
que que
você você
vai ir
se se
agente agente
de de
transformação transformação
que que
você você
vai ir
ser ser
um um
verdadeiro verdadeiro
filho filho
de de
deus deus
vamos ir
orar orar
grande grande
poderoso poderoso
deus deus
eterno eterno
pai pai
obrigado obrigar
pela por_o
tua tua
palavra palavra
senhor senhor
encontrou encontrar
guarida guarida
dos de_o
corações coração
obrigado obrigar
por por
essas esse
vidas vida
que que
estão estar
diante diante
do de_o
teu teu
tas tas
em em
pessoas pessoa
que que
tomaram tomar
a o
decisão decisão
de de
ter ter
um um
compromisso compromisso
contigo contigo
abrir abrir
o o
coração coração
para para
ti tu
agora agora
senhor senhor
nós nós
pedimos pedir
em em
nome nome
de de
jesus jesus
de de
nazaré nazaré
ao a_o
pai pai
ministra ministrar
o o
milagre milagre
maior grande
o o
milagre milagre
da de_o
salvação salvação
do de_o
perdão perdão
dos de_o
pecados pecado
lavar lavar
e e
purifica purificar
do de_o
sangue sangue
de de
jesus jesus
escreve escrever
esses esse
nomes nome
no em_o
livro livro
da de_o
vida vida
pai pai
renova renovar
restaurar restaurar
a o
razão razão
de de
viver viver
ministra ministra
este este
milagre milagre
agora agora
nós nós
queremos querer
medir medir
o o
pai pai
que que
quebra quebrar
tudo tudo
algema algemar
de de
satanás satanás
todo todo
veículo veículo
todo todo
o o
pacto pacto
foi ser
feito fazer
nós nós
lê ler
prendemos prender
e e
declaramos declarar
a o
libertação libertação
o o
pai pai
sobre sobre
essas esse
vidas vida
que que
possa poder
fluir fluir
atuam atuar
chão chão
que que
o o
espírito espírito
o o
teu teu
poder poder
nós nós
nos nós
alegramos alegramos
ministrados ministrar
na em_o
prevenção prevenção
e e
declaramos declarar
a o
salvação salvação
apae apae
em em
nome nome
de de
jesus jesus
de de
nazaré nazaré
em em
nome nome
de de
jesus jesus
aplaude aplaudir
o o
senhor senhor
ae ae
