17 17
Chuva chuva
não não
tem ter
conta conta
é ser
incontável incontável
não não
dá dar
para para
contar contar
uma um
AB ab
chuva chuva
tem ter
incontável incontável
então então
eu eu
t t
liberando liberar
sobre sobre
a o
sua seu
vida vida
quem quem
sabe saber
isso isso
é ser
para para
você você
vem vir
uma um
colheita colheita
incontável incontável
sobre sobre
a o
sua seu
vida vida
você você
que que
é ser
dizimista dizimista
fiel fiel
e e
ofertante ofertante
eu eu
tô tô
liberando liberar
cinco cinco
palavras palavra
proféticas profético
aqui aqui
para para
uma um
se se
manifestar manifestar
na em_o
sua seu
vida vida
então então
receba receber
todas todo
em em
último último
lugar lugar
uma um
quea quea
sorte sorte
uma um
colheita colheita
que que
vai ir
mudar mudar
a o
história história
da de_o
tua tua
família família
da de_o
tua tua
vida vida
do de_o
teu teu
negócio negócio
do de_o
teu teu
emprego emprego
Você você
lembra lembrar
de de
Davi davi
segundo segundo
Samuel samuel
Capítulo capítulo
24 24
vai ir
contar contar
o o
povo povo
Deus deus
fica ficar
indignado indignar
e e
Deus deus
manda mandar
juízo juízo
sobre sobre
povo povo
já já
tinha ter
morrido morrer
mais mais
de de
70 70
. .
000 @card@
homens homem
aí aí
vem vir
o o
profeta profeta
Gate gatar
e e
diz dizer
olha olhar
só só
tem ter
oferece oferecer
uma um
oferta oferta
oferece oferecer
uma um
oferta oferta
E e
aí aí
Davi davi
vai ir
lá lá
comprar comprar
eira eira
de de
um um
camarada camarada
o o
camarada camarada
o o
Rei rei
Davi davi
poderoso poderoso
Não não
não não
é ser
para para
oferta oferta
pode poder
pode poder
fazer fazer
o o
Altar altar
Davi davi
Diz dizer
uma um
palavra palavra
eu eu
não não
oferecerei oferecerei
sacrifício sacrifício
ao a_o
senhor senhor
que que
não não
me eu
custe custar
nada nada
isso isso
aqui aqui
é ser
uma um
palavra palavra
para para
todos todo
nós nós
eu eu
não não
ofereço oferecer
oferta oferta
que que
não não
tenha ter
valor valor
para para
mim eu
eu eu
não não
oferecerei oferecerei
sacrifício sacrifício
que que
não não
me eu
custe custar
nada nada
Versículo versículo
24 24
e e
25 25
e e
quando quando
Davi davi
oferece oferecer
o o
sacrifício sacrifício
ao a_o
senhor senhor
Deus deus
muda mudar
a o
sorte sorte
de de
Jerusalém jerusalém
e e
do de_o
Povo povo
E e
cessa cessar
a o
destruição destruição
eu eu
tô tô
declarando declarar
profeticamente profeticamente
sobre sobre
a o
sua seu
vida vida
vem vir
aí aí
para para
alguém alguém
para para
alguns algum
eu eu
não não
sei saber
qual qual
é ser
não não
sei saber
como como
vem vir
uma um
colheita colheita
que que
vai ir
mudar mudar
a o
sorte sorte
eu eu
reafirmo reafirmar
vai ir
ter ter
colheita colheita
abundante abundante
vai ir
ter ter
colheita colheita
incomparável incomparável
vai ir
ter ter
colheita colheita
Sobrenatural sobrenatural
vai ir
ter ter
colheita colheita
incontável incontável
vai ir
ter ter
colheita colheita
que que
muda mudar
a o
sorte sorte
pro pro
povo povo
da de_o
advec advec
eu eu
declaro declarar
para para
você você
segundo segundo
crônicas crônica
2020 @card@
diz dizer
o o
seguinte seguinte
crede crer
no em_o
Senhor senhor
vosso vosso
Deus deus
estarei estar
Seguros seguro
crede crer
nos em_o
vossos vosso
profetas profeta
e e
prosperareis prosperareis
eu eu
Ouço ouvir
o o
ruído ruído
de de
uma um
grande grande
chuva chuva
de de
coit coit
extraordinárias extraordinário
sobre sobre
o o
povo povo
da de_o
amada amado
igreja igreja
chega chegar
muito muito
crente crente
novo novo
igrejas igreja
novas novo
que que
a o
gente gente
abre abrir
todo todo
ano ano
eu eu
realizo realizar
três três
campanhas campanha
aqui aqui
na em_o
igreja igreja
todo todo
ano ano
eu eu
faço fazer
três três
campanhas campanha
de de
recursos recurso
extras extra
para para
esses esse
projetos projeto
da de_o
igreja igreja
e e
hoje hoje
é ser
a o
última última
do de_o
ano ano
nós nós
vamos ir
fazer fazer
aqui aqui
uma um
campanha campanha
e e
deixa deixar
eu eu
dizer dizer
algumas algum
coisas coisa
Porque porque
é ser
importante importante
eu eu
dizer dizer
pra para_o
igreja igreja
primeiro primeiro
Ninguém ninguém
é ser
obrigado obrigar
a a
participar participar
de de
nada nada
eu eu
acredito acreditar
que que
oferecer oferecer
a o
Deus deus
uma um
oferta oferta
é ser
um um
ato ato
de de
fé fé
amor amor
e e
liberalidade liberalidade
pastor pastor
não não
pode poder
obrigar obrigar
você você
pastor pastor
pode poder
te tu
instruir instruir
mas mas
eu eu
vou ir
dizer dizer
para para
vocês você
o o
que que
eu eu
espero esperar
eu eu
queria querer
que que
você você
ouvisse ouvir
por por
favor favor
eu eu
vou ir
dizer dizer
o o
que que
eu eu
espero esperar
de de
você você
de de
cada cada
um um
aqui aqui
eu eu
que que
você você
que que
é ser
empresário empresário
você você
ofereça oferecer
ao a_o
Senhor senhor
uma um
oferta oferta
igual igual
ou ou
maior grande
do de_o
que que
aquilo aquilo
que que
você você
investe investir
no em_o
seu seu
negócio negócio
quando quando
você você
quer querer
e e
para para
você você
que que
não não
é ser
empresário empresário
eu eu
espero esperar
que que
hoje hoje
aqui aqui
você você
ofereça oferecer
ao a_o
Senhor senhor
uma um
oferta oferta
exatamente exatamente
quando quando
você você
quer querer
compr compr
umais umais
que que
você você
Goa goa
você você
faz fazer
você você
oferecer oferecer
para para
Deus deus
o o
melhor bom
como como
tem ter
gente gente
nova novo
na em_o
devec devec
eu eu
sou ser
obrigado obrigar
a a
explicar explicar
toda todo
a o
campanha campanha
que que
nós nós
fazemos fazer
aqui aqui
nós nós
damos dar
um um
prazo prazo
para para
você você
cumprir cumprir
o o
seu seu
voto voto
não não
tô tô
manipulando manipular
ninguém ninguém
a a
fazer fazer
voto voto
que que
não não
vai ir
cumprir cumprir
quando quando
você você
faz fazer
um um
voto voto
você você
se se
compromete comprometer
com com
Deus deus
e e
com com
a o
igreja igreja
então então
e e
cada cada
campanha campanha
que que
eu eu
faço fazer
muitas muito
vezes vez
eu eu
mudo mudar
aqui aqui
essa esse
campanha campanha
que que
eu eu
tô tô
fazendo fazer
você você
tem ter
até até
o o
dia dia
20 20
de de
Dezembro dezembro
para para
você você
você você
Executar executar
a o
sua seu
oferta oferta
o o
que que
que que
eu eu
peço pedir
se se
você você
não não
vai ir
usar usar
cartão cartão
que que
você você
pode poder
dividir dividir
em em
três três
vezes vezes
a a
sua seu
oferta oferta
oferece oferecer
a o
metade metade
em em
novembro novembro
a o
metade metade
em em
dezembro dezembro
daquilo de_aquilo
que que
você você
vai ir
se se
comprometer comprometer
o o
que que
nós nós
fazemos fazer
aqui aqui
distribuímos distribuir
um um
envelope envelope
você você
coloca colocar
uma um
semente semente
de de
fé fé
porque porque
não não
tem ter
outro outro
jeito jeito
coloca colocar
o o
valor valor
e e
qualquer qualquer
dia dia
que que
você você
vim vir
trazer trazer
a o
sua seu
oferta oferta
você você
pede pedir
um um
um um
outro outro
envelope envelope
que que
é ser
um um
envelope envelope
especial especial
coloca colocar
se se
vai ir
colocar colocar
parte parte
em em
novembro novembro
coloca colocar
parte parte
em em
dezembro dezembro
vai ir
pegar pegar
um um
outro outro
envelope envelope
colocar colocar
outra outro
parte parte
ou ou
quando quando
você você
for ser
dar dar
a o
sua seu
oferta oferta
Esse esse
é ser
um um
procedimento procedimento
que que
nós nós
fazemos fazer
aqui aqui
agora agora
tem ter
uma um
coisa coisa
muito muito
interessante interessante
aqui aqui
na em_o
DC dc
é ser
que que
todas todo
as o
campanhas campanha
que que
nós nós
fazemos fazer
aqui aqui
de de
um um
tempo tempo
para para
cá cá
entra entrar
no em_o
mínimo mínimo
95 95
% %
e e
algumas algum
vezes vez
entra entrar
100 100
% %
e e
algumas algum
vezes vez
entra entrar
mais mais
de de
100 100
% %
é ser
como como
pastor pastor
porque porque
alguém alguém
que que
fez fazer
um um
voto voto
Deus deus
abençoou abençoar
aumenta aumentar
a o
oferta oferta
então então
nós nós
já já
tivemos ter
aqui aqui
campanhas campanha
que que
entrou entrar
mais mais
do de_o
que que
100 100
% %
mas mas
é ser
entre entre
95 95
e e
100 100
Porque porque
o o
povo povo
aqui aqui
tem ter
maturidade maturidade
não não
tô tô
fazendo fazer
apelo apelo
emocional emocional
preguei preguei
a o
palavra palavra
liberei liberei
uma um
palavra palavra
profética profético
sobre sobre
você você
agora agora
se se
você você
crê crer
se se
eu eu
creio crer
porque porque
Amém amém
eu eu
recebo receber
é ser
para para
mim eu
ok ok
maravilha maravilhar
então então
você você
precisa precisar
exercitar exercitar
a o
sua seu
fé fé
com com
prática prática
deix deix
eu eu
dizer dizer
mais mais
uma um
coisa coisa
para para
você você
já já
já já
nós nós
vamos ir
pro pro
ato ato
da de_o
ceia ceia
só só
para para
você você
ter ter
uma um
noção noção
vocês você
sabem saber
que que
em em
Boston boston
nós nós
estamos estar
num em_um
lugar lugar
provisório provisório
nós nós
estamos estar
num em_um
lugar lugar
fazendo fazer
o o
culto culto
sábado sábado
a o
pior mau
coisa coisa
na em_o
América américa
fazer fazer
culto culto
sábado sábado
porque porque
lá lá
grande grande
parte parte
do de_o
Povo povo
trabalha trabalhar
sábado sábado
porque porque
ganha ganhar
por por
hora hora
não não
é ser
igual igual
aqui aqui
no em_o
Brasil brasil
sábado sábado
a o
maioria maioria
tá estar
de de
folga folga
na em_o
América américa
se se
trabalha trabalhar
sábado sábado
nós nós
estamos estar
fazendo fazer
culto culto
sábado sábado
e e
terça-feira terça-feira
num em_um
lugar lugar
que que
não não
é ser
nosso nosso
peço pedir
a o
oração oração
da de_o
igreja igreja
apareceu aparecer
um um
lugar lugar
top top
para para
uma um
igreja igreja
para para
700 700
pessoas pessoa
o o
pastor pastor
Cristian cristian
já já
fez fazer
lá lá
uma um
proposta proposta
falando falar
comigo com_eu
pro pro
aluguel aluguel
só só
que que
na em_o
América américa
você você
tem ter
que que
pagar pagar
três três
aluguéis aluguel
de de
depósito depósito
e e
na em_o
América américa
o o
dinheiro dinheiro
vale valer
cinco cinco
vezes vezes
mais mais
então então
o o
depósito depósito
lá lá
se se
aceitar aceitar
o o
termo termo
que que
nós nós
pedimos pedir
é é
uns um
4 4
. .
000 @card@
h h
mais mais
de de
200 200
. .
000 @card@
só só
de de
depósito depósito
antecipado antecipar
de de
aluguel aluguel
fora fora
a o
obra obra
que que
tem ter
que que
ser ser
feita fazer
tá estar
não não
tem ter
jeito jeito
eu eu
tô tô
só só
comunicando comunicar
a o
igreja igreja
pra para_o
igreja igreja
orar orar
para para
Deus deus
abrir abrir
as o
portas porta
é ser
isso isso
que que
eu eu
tô tô
falando falar
aqui aqui
com com
vocês você
orem orar
eu eu
sei saber
que que
tem ter
crente crente
aqui aqui
pastor pastor
eu eu
gostaria gostar
de de
dar dar
tudo tudo
que que
tá estar
faltando faltar
para para
essa esse
igreja igreja
lá lá
eu eu
sei saber
disso de_isso
irmão irmão
eu eu
conheço conhecer
pessoas pessoa
aqui aqui
que que
dão dar
oferta oferta
com com
maior grande
alegria alegria
com com
maior grande
prazer prazer
dizendo dizer
pastor pastor
eu eu
não não
tenho ter
como como
dar dar
mais mais
eu eu
entendo entender
isso isso
eu eu
compreendo compreender
isso isso
eu eu
falei falar
para para
vocês você
irmãos irmão
cada cada
obra obra
dessa de_esse
só só
agora agora
a o
igreja igreja
Sorocaba sorocaba
a o
igreja igreja
de de
Campina campina
Grande grande
a o
igreja igreja
de de
Alagoas alagoas
a o
igreja igreja
de de
Cosmos cosmos
e e
ri rir
das de_o
Ostras ostra
essas esse
cinco cinco
aqui aqui
só só
essas esse
cinco cinco
que que
nós nós
já já
estamos estar
no em_o
meio meio
do de_o
caminho caminho
fazendo fazer
todas todo
as o
obras obra
tudo tudo
que que
é ser
equipamento equipamento
É ser
mais mais
de de
R r
milhões milhão
de de
reais real
mais mais
mais mais
não não
tô tô
contando contar
aqui aqui
a o
reforma reforma
de de
Campos campos
Elíseos elíseos
não não
tô tô
contando contar
aqui aqui
a o
reforma reforma
de de
São são
João joão
de de
Miriti miriti
que que
também também
nós nós
vamos ir
terminar terminar
esse esse
ano ano
não não
tô tô
contando contar
com com
isso isso
é ser
mais mais
de de
5 5
milhões milhão
de de
pratas prata
eu eu
tô tô
botando botar
cinco cinco
mas mas
tô tô
botando botar
para para
baixo baixo
aí aí
vai ir
começar começar
a o
obra obra
nós nós
vamos ir
começar começar
a o
obra obra
que que
eu eu
falei falar
aqui aqui
para para
vocês você
em em
vilá vilá
dos de_o
Teles teles
Mas mas
nós nós
vamos ir
começar começar
a o
obra obra
também também
em em
Vila vila
Valqueire valqueire
nós nós
vamos ir
começar começar
aquela aquele
obra obra
lá lá
de de
Vila vila
Valqueire valqueire
e e
a o
obra obra
em em
María maría
se se
eu eu
pegar pegar
essas esse
três três
obras obra
aqui aqui
essas esse
três três
obras obra
dá dar
mais mais
de de
R r
4 4
milhões milhão
deais deais
só só
essas esse
três três
só só
vi ver
lá lá
dos de_o
téles téles
vai ir
dar dar
mais mais
de de
R r
2 2
milhões milhão
de de
reais real
eu eu
tô tô
mostrando mostrar
para para
você você
eu eu
digo dizer
números número
aqui aqui
porque porque
não não
tem ter
nada nada
meu meu
então então
eu eu
tenho ter
que que
comunicar comunicar
a o
igreja igreja
falar falar
o o
que que
que que
tá estar
sendo ser
feito fazer
e e
eu eu
quero querer
desafiar desafiar
você você
repito repetir
a o
minha meu
oração oração
e e
Deus deus
sabe saber
tem ter
não não
eu eu
tem ter
um um
grupo grupo
de de
pastores pastor
que que
tão tão
falando falar
vamos ir
morar morar
gente gente
porque porque
aquilo aquilo
que que
nós nós
não não
podemos poder
Deus deus
pode poder
e e
o o
povo povo
pode poder
fazer fazer
a o
sua seu
parte parte
eu eu
vou ir
repetir repetir
duas dois
coisas coisa
aqui aqui
primeiro primeiro
a a
minha meu
oração oração
é ser
que que
empresários empresário
da de_o
ADC adc
ofertem ofertem
igual igual
ou ou
mais mais
do de_o
que que
você você
investe investir
no em_o
seu seu
negócio negócio
segundo segundo
você você
que que
não não
é ser
empresário empresário
mas mas
que que
você você
oferte ofertar
uma um
oferta oferta
especial especial
igual igual
quando quando
você você
faz fazer
um um
esforço esforço
para para
comprar comprar
uma um
coisa coisa
que que
você você
gosta gostar
o o
que que
você você
precisa precisar
nós nós
Sempre sempre
damos dar
ideia ideia
para para
você você
aqui aqui
tem ter
uma um
uma um
uma um
ideia ideia
onde onde
é ser
que que
você você
pode poder
entrar entrar
bota bota
aí aí
na em_o
tela tela
é ser
uma um
ideia ideia
interessante interessante
que que
eu eu
resolvi resolver
botar botar
aqui aqui
em em
cima cima
ó ó
ofertas oferta
acima acima
de de
1 1
milhão milhão
e e
oferta oferta
aci aci
de de
500 500
. .
000 @card@
não não
botei botar
número número
eu eu
não não
botei botar
nenhum nenhum
número número
nós nós
temos ter
vários vários
empresários empresário
na em_o
DC dc
não não
sei saber
não não
posso poder
obrigar obrigar
ninguém ninguém
mas mas
quem quem
sabe saber
empresários empresário
que que
podem poder
Dar dar
oferta ofertar
acima acima
de de
1 1
Milhão milhão
acima acima
de de
500 500
. .
000 @card@
aí aí
depois depois
eu eu
começo começar
a a
quantificar quantificar
né né
10 10
pessoas pessoa
com com
uma um
oferta oferta
entre entre
100 100
. .
000 @card@
e e
499 @card@
10 10
Entre entre
50 50
e e
99 99
. .
000 @card@
20 20
entre entre
20 20
e e
49 49
. .
000 @card@
40 40
entre entre
10 10
e e
19 19
. .
000 @card@
80 80
entre entre
5000 5000
e e
9900 @card@
200 200
entre entre
2000 2000
e e
4900 @card@
1000 1000
entre entre
1000 1000
e e
19900 @card@
2 2
. .
000 @card@
entre entre
500 500
e e
e e
900 900
10 10
. .
000 @card@
entre entre
100 100
e e
490 @card@
e e
boto boto
aqui aqui
sempre sempre
isso isso
aqui aqui
todos todo
que que
desejam desejar
dar dar
uma um
oferta oferta
de de
fera fera
amur amur
e e
liberalidade liberalidade
porque porque
pode poder
ser ser
que que
alguém alguém
diga dizer
assim assim
pastor pastor
eu eu
nem nem
nesse em_esse
menor pequeno
aí aí
eu eu
posso poder
entrar entrar
e e
Deus deus
sabe saber
do de_o
teu teu
coração coração
eu eu
não não
posso poder
dar dar
isso isso
nem nem
isso isso
aí aí
tô tô
vivendo viver
de de
favor favor
mas mas
eu eu
vou ir
entregar entregar
uma um
semente semente
especial especial
Ok ok
todos todo
são ser
importantes importante
vê ver
irmão irmão
vê ver
onde onde
você você
pode poder
semear semear
paraa paraa
expansão expansão
do de_o
Reino reino
de de
Deus deus
na em_o
terra terra
Jesus jesus
vem vir
gente gente
Jesus jesus
vem vir
a o
qualquer qualquer
hora hora
a o
trombeta trombeta
Vai ir
suar suar
e e
a o
gente gente
fica ficar
preso prender
a a
tanta tanto
coisa coisa
dessa de_esse
terra terra
e e
parece parecer
que que
a o
gente gente
vive viver
como como
se se
Jesus jesus
nunca nunca
mais mais
fosse ser
voltar voltar
eu eu
quero querer
desafiar desafiar
sua seu
fé fé
talvez talvez
algum algum
irmão irmão
queira querer
Dar dar
oferta oferta
aqui aqui
agora agora
OK ok
quer querer
dividir dividir
no em_o
cartão cartão
aqui aqui
agora agora
Ok ok
vai ir
ter ter
um um
obreiro obreiro
com com
a o
maquininha máquina
vai ir
passar passar
o o
cartão cartão
mas mas
você você
não não
é ser
obrigado obrigar
a a
ter ter
a o
oferta oferta
aqui aqui
mas mas
o o
compromisso compromisso
se se
você você
quer querer
é ser
agora agora
pode poder
distribuir distribuir
os o
envelopes envelope
e e
distribuir distribuir
aqui aqui
para para
mim eu
primeiro primeiro
podem poder
distribuir distribuir
o o
envelope envelope
é ser
lacrado lacrar
você você
vai ir
lacrar lacrar
ele ele
na em_o
frente frente
não não
diz dizer
valor valor
bota botar
aí aí
semente semente
de de
fé fé
e e
o o
seu seu
nome nome
aqui aqui
dentro dentro
é ser
que que
você você
coloca colocar
o o
valor valor
ó ó
o o
espaço espaço
Você você
pode poder
tirar tirar
a o
fitinha fita
E e
lacrar lacrar
como como
eu eu
disse dizer
você você
não não
é ser
obrigado obrigar
a a
ter ter
o o
recurso recurso
aí aí
agora agora
mas mas
eu eu
quero querer
desafiar desafiar
a o
sua seu
fé fé
eu eu
quero querer
desafiar desafiar
você você
crer crer
na em_o
palavra palavra
profética profético
que que
foi ser
liberada liberar
aqui aqui
uma um
colheita colheita
abundante abundante
uma um
Colheita colheita
incontável incontável
Sobrenatural sobrenatural
que que
nós nós
profetizamos profetizamos
aqui aqui
uma um
colheita colheita
que que
mude mudar
a o
sua seu
sorte sorte
é ser
o o
que que
eu eu
desejo desejo
pro pro
povo povo
da de_o
ADC adc
eu eu
vou ir
colocar colocar
aqui aqui
também também
a a
minha meu
oferta oferta
que que
eu eu
também também
não não
vou ir
dar dar
aqui aqui
hoje hoje
mas mas
se se
alguém alguém
quiser querer
dar dar
aqui aqui
hoje hoje
pode poder
dar dar
e e
para para
te tu
facilitar facilitar
que que
pra para_o
igreja igreja
entra entrar
à a_o
vista vista
você você
pode poder
dividir dividir
em em
três três
vezes vezes
no em_o
cartão cartão
até até
o o
dia dia
20 20
de de
dezembro dezembro
eu eu
peço pedir
a a
você você
para para
cumprir cumprir
o o
seu seu
voto voto
aqui aqui
você você
tá estar
precisando precisar
de de
caneta caneta
os o
obreiros obreiro
estão estar
com com
caneta caneta
na em_o
mão mão
você você
precisa precisar
dar dar
uma um
caneta caneta
o o
obreiro obreiro
te tu
empresta emprestar
não não
é ser
brinde brinde
da de_o
oferta oferta
não não
se se
todo todo
o o
povo povo
da de_o
devec devec
participar participar
com com
fé fé
dando dar
o o
seu seu
melhor bom
eu eu
declaro declarar
que que
essa esse
vai ir
ser ser
a o
maior grande
campanha campanha
da de_o
história história
dessa de_esse
igreja igreja
em em
nome nome
de de
quando quando
eu eu
falei falar
para para
vocês você
que que
eu eu
dei dar
quando quando
eu eu
disse dizer
pro pro
pastor pastor
dessa de_esse
semana semana
falei falar
você você
não não
precisa precisar
me eu
dar dar
oferta oferta
eu eu
vou ir
semear semear
aqui aqui
na em_o
tua tua
obra obra
na em_o
tua tua
igreja igreja
eu eu
disse dizer
uma um
outra outro
palavra palavra
ele ele
mas mas
você você
Aguarde aguardar
que que
eu eu
ainda ainda
vou ir
te tu
ligar ligar
dizendo dizer
para para
você você
da de_o
colheita colheita
que que
Deus deus
vai ir
me eu
dar dar
por por
essa esse
semente semente
que que
eu eu
tô tô
plantando plantar
na em_o
sua seu
igreja igreja
eu eu
falei falar
isso isso
para para
ele ele
eu eu
disse dizer
você você
vai ir
receber receber
uma um
ligação ligação
minha meu
não não
sei saber
qual qual
tempo tempo
vai ir
ser ser
não não
sei saber
quanto quanto
tempo tempo
não não
sei saber
porque porque
é ser
Deus deus
que que
dá dar
o o
crescimento crescimento
da de_o
semente semente
e e
a o
colheita colheita
no em_o
tempo tempo
certo certo
eu eu
disse dizer
para para
ele ele
mas mas
tu tu
vai ir
receber receber
um um
telefonema telefonema
meu meu
e e
eu eu
vou ir
te tu
falar falar
da de_o
colheita colheita
que que
Deus deus
vai ir
me eu
enviar enviar
por por
causa causa
dessa de_esse
semente semente
irmão irmão
eu eu
não não
falo falar
nada nada
para para
você você
que que
eu eu
não não
faça fazer
e e
que que
eu eu
não não
Creia crer
desde desde
que que
eu eu
comecei começar
fazer fazer
campanha campanha
aqui aqui
na em_o
igreja igreja
que que
eu eu
tinha ter
23 23
anos ano
de de
idade idade
há há
42 42
anos ano
atrás atrás
que que
eu eu
comecei começar
a a
fazer fazer
campanha campanha
Não não
era ser
nem nem
o o
Pastor pastor
aqui aqui
todas todo
as o
campanhas campanha
eu eu
participei participar
todas todo
todas todo
todas todo
todas todo
todas todo
oferecendo oferecer
o o
meu meu
melhor bom
nunca nunca
emha emha
n n
ofereci oferecer
resto resto
nunca nunca
nunca nunca
dei dar
alguma algum
coisa coisa
que que
não não
tinha ter
valor valor
para para
mim eu
nunca nunca
em em
42 42
anos ano
que que
eu eu
faço fazer
campanhas campanha
aqui aqui
todas todo
elas ele
Eu eu
sempre sempre
semeei semeei
alguma algum
coisa coisa
que que
tinha ter
valor valor
para para
mim eu
sempre sempre
e e
um um
caso caso
que que
eu eu
não não
mando mandar
ninguém ninguém
fazer fazer
mas mas
eu eu
conto contar
e e
quando quando
eu eu
não não
tinha ter
nada nada
para para
dar dar
minha meu
esposa esposo
trabalhava trabalhar
num em_um
banco banco
eu eu
falei falar
vê ver
quanto quanto
o o
gerente gerente
libera liberar
para para
você você
de de
empréstimo empréstimo
máximo grande
em em
cima cima
do de_o
teu teu
salário salário
pra para_o
gente gente
D d
uma um
oferta oferta
que que
represente representar
algo algo
para para
nós nós
aí aí
o o
cara cara
emprestou emprestar
um um
dinheiro dinheiro
para para
pagar pagar
em em
12 12
vezes vezes
naquela em_aquele
época época
aí aí
nós nós
demos dar
a o
oferta oferta
uma um
oferta oferta
que que
era ser
especial especial
para para
pagar pagar
em em
12 12
meses mês
já já
contei contar
aqui aqui
mas mas
tem ter
crente crente
novo novo
você você
sabe saber
o o
que que
que que
aconteceu acontecer
naquele em_aquele
ano ano
nada nada
foi ser
o o
maior grande
sufoco sufoco
da de_o
minha meu
vida vida
para para
pagar pagar
aquela aquele
prestação prestação
at at
traser traser
aluguel aluguel
foi ser
uma um
lenha lenha
aí aí
aquilo aquilo
vem vir
no em_o
coração coração
aí aí
Ué ué
você você
não não
semeou semear
você você
ponhou ponhou
o o
dinheiro dinheiro
emprestado emprestar
para para
semear semear
na em_o
igreja igreja
tá estar
num em_um
M m
foco foco
como como
é ser
que que
pode poder
aí aí
vem vir
aqui aqui
no em_o
coração coração
mas mas
a o
experiência experiência
depois depois
diz dizer
assim assim
semente sementar
não não
frutifica frutificar
na em_o
mesma mesmo
hora hora
ela ela
tem ter
um um
tempo tempo
de de
vez vez
em em
quando quando
eu eu
recebo receber
uma um
oferta oferta
e e
o o
Espírito espírito
Santo santo
fala falar
o o
meu meu
coração coração
lembra lembrar
da de_o
semente semente
isso isso
tem ter
30 30
anos ano
Lembra lembrar
daquela de_aquele
semente semente
Ela ela
ainda ainda
tá estar
frutificando frutificar
na em_o
sua seu
vida vida
tem ter
30 30
anos ano
que que
eu eu
fiz fazer
isso isso
eu eu
não não
mando mandar
ninguém ninguém
fazer fazer
porque porque
atos ato
de de
fé fé
são ser
pessoais pessoal
eu eu
tô tô
esperando esperar
algum algum
irmão irmão
que que
terminar terminar
porque porque
você você
vai ir
levantar levantar
e e
nós nós
vamos ir
apresentar apresentar
aqui aqui
o o
nosso nosso
voto voto
a a
Deus deus
todos todo
nós nó
da de_o
devec devec
quero querer
orientar orientar
você você
não não
dê dar
resto resto
não não
dê dar
sobra sobra
não não
não não
não não
não não
não não
não não
faça fazer
isso isso
não não
dê dar
alguma algum
coisa coisa
que que
tem ter
valor valor
para para
você você
eu eu
não não
darei dar
ao a_o
senhor senhor
nada nada
que que
não não
me eu
custe custar
não não
dê dar
resto resto
porque porque
quando quando
você você
dá dar
resto resto
e e
dá dar
sobra sobrar
você você
afronta afrontar
Deus deus
é ser
uma um
afronta afronta
diz dizer
assim assim
que que
que que
esse esse
cara cara
tá estar
pensando pensar
que que
eu eu
sou ser
que que
eu eu
tô tô
precisando precisar
de de
resto resto
que que
minha meu
obra obra
tá estar
precisando precisar
de de
resto resto
de de
sobra sobra
dele de_ele
que que
não não
tem ter
valor valor
então então
nunca nunca
dê dar
algo algo
que que
não não
tenha ter
valor valor
para para
você você
não não
importa importar
qual qual
é ser
o o
valor valor
Deus deus
não não
olha olhar
quantidade quantidade
Deus deus
olha olhar
a o
qualidade qualidade
não não
importa importar
talvez talvez
alguém alguém
aqui aqui
o o
valor valor
é ser
sem sem
prata prata
é ser
um um
negócio negócio
muito muito
especial especial
outro outro
se se
der dar
10 10
. .
000 @card@
aqui aqui
tá estar
dando dar
sobra sobra
tá estar
dando dar
o o
resto resto
se se
der dar
50 50
. .
000 @card@
tá estar
dando dar
sobra sobra
tá estar
dando dar
resto resto
então então
não não
ofereça oferecer
para para
Deus deus
sobra sobrar
nem nem
resto resto
vamos ir
ficar ficar
de de
pé pé
que que
vocês você
estão estar
muito muito
tempo tempo
sentado sentar
Apresente apresentar
a a
Deus deus
aí aí
meu meu
filho filho
vamos ir
apresentar apresentar
a o
Deus deus
levante levantar
aí aí
esse esse
envelope envelope
aí aí
por por
favor favor
senhor senhor
Aqui aqui
está estar
a o
tua tua
igreja igreja
eu eu
preguei preguei
a o
tua tua
palavra palavra
pela por_o
autoridade autoridade
que que
tu tu
tem ter
me eu
dado dar
aqui aqui
diante diante
desse de_esse
povo povo
eu eu
liberei liberei
uma um
palavra palavra
profética profético
baseado basear
na em_o
tua tua
palavra palavra
Eu eu
não não
disse dizer
aqui aqui
frase frase
de de
efeito efeito
eu eu
mostrei mostrar
a o
luz luz
da de_o
Bíblia bíblia
colheitas colheita
que que
foram ser
enviadas enviar
após após
ofertas oferta
e e
que que
assim assim
seja ser
que que
assim assim
seja ser
que que
venham vir
aqui aqui
colheitas colheita
abundantes abundante
incontáveis incontável
incomparáveis incomparável
Sobrenaturais sobrenatural
que que
mude mudar
a o
sorte sorte
que que
assim assim
seja ser
Senhor senhor
na em_o
vida vida
desse de_esse
povo povo
paraa paraa
glória glória
do de_o
teu teu
nome nome
abre abrir
portas porta
senhor senhor
grandiosas grandioso
pro pro
povo povo
da de_o
devec devec
para para
quem quem
tá estar
me eu
assistindo assistir
e e
que que
tá estar
Semeando semear
também também
opera operar
Milagres milagre
na em_o
vida vida
vida vida
financeira financeiro
do de_o
teu teu
povo povo
abre abrir
portas porta
de de
emprego emprego
abre abrir
portas porta
de de
promoções promoção
abre abrir
portas porta
de de
emprego emprego
melhores bom
ter ter
capacidade capacidade
ao a_o
teu teu
povo povo
para para
passar passar
em em
concursos concurso
públicos público
dê dar
ideias ideia
de de
