hoje hoje
sóbrio sóbrio
em em
tudo tudo
sofre sofrer
as o
aflições aflição
faze fazer
a o
obra obra
de de
um um
evangelista evangelista
cumpre cumprir
o o
teu teu
ministério ministério
e e
olha olhar
o o
alerta alerta
de de
Paulo paulo
não não
brinca brincar
não não
tem ter
muita muito
gente gente
sendo ser
Envolvida envolver
Por por
besterol besterol
teológico teológico
tem ter
muita muito
gente gente
saindo sair
dos de_o
fundamentos fundamento
do de_o
Evangelho evangelho
é ser
isso isso
aqui aqui
que que
Paulo paulo
tá estar
dando dar
Alerta alerta
meus meu
irmãos irmão
é ser
isso isso
aqui aqui
tem ter
que que
ser ser
o o
alerta alerta
que que
eu eu
dou dar
já já
vou ir
terminar terminar
lembrei lembrar
os o
cinco cinco
14 14
o o
alimento alimento
sólido sólido
são ser
para para
os o
maduros maduro
os o
quais qual
em em
razão razão
do de_o
costume costume
tem ter
os o
seus seu
sentidos sentido
exercitados exercitar
tanto tanto
para para
discernir discernir
um um
balcomo balcomo
bem bem
só só
maduro maduro
tem ter
discernimento discernimento
para para
saber saber
Tá estar
certo certo
tá estar
errado errar
ei ei
até até
aqui aqui
daí de_aí
para para
frente frente
não não
isso isso
aí aí
não não
só só
maduro maduro
Oi oi
e e
para para
amadurecer amadurecer
tem ter
que que
ouvir ouvir
a o
palavra palavra
e e
para para
amadurecer amadurecer
tem ter
que que
aprender aprender
e e
para para
amadurecer amadurecer
levar levar
tempo tempo
e e
comida comida
forte forte
é ser
para para
quem quem
é ser
maduro maduro
Ai ai
meu meu
Deus deus
que que
palavra palavrar
meu meu
senhor senhor
sangue sangue
de de
Jesus jesus
tem ter
poder poder
só só
falta faltar
fazer fazer
o o
sinal sinal
da de_o
cruz cruz
Ai ai
que que
palavra palavra
dura duro
aí aí
o o
Senhor senhor
meu meu
Deus deus
que que
homem homem
iracundo iracundo
vai ir
brabo brabo
falando falar
um um
o o
alimento alimento
sólido sólido
mesmo mesmo
tá estar
maduro maduro
O o
que que
é ser
exercitado exercitar
para para
saber saber
isso isso
aqui aqui
é ser
certa certo
que que
errado errar
e e
esse esse
aqui aqui
tem ter
autoridade autoridade
espiritual espiritual
para para
falar falar
disso de_isso
esse esse
aqui aqui
tem ter
até até
autoridade autoridade
para para
falar falar
de de
outras outro
coisas coisa
mais mais
bem bem
com com
autoridade autoridade
espiritual espiritual
da de_o
igreja igreja
Sauro sauro
e e
pode poder
ser ser
inteligente inteligente
pode poder
ter ter
phd phd
pode poder
ser ser
preparado preparar
mas mas
não não
é ser
autoridade autoridade
espiritual espiritual
quarto quarto
Alerta alerta
os os
s46 s46
o o
meu meu
povo povo
foi ser
destruído destruir
porque porque
lhe ele
faltou faltar
o o
conhecimento conhecimento
é ser
a o
única único
coisa coisa
que que
destrói destruir
o o
povo povo
de de
Deus deus
nos em_o
irmãos irmão
e e
a o
falta falta
de de
conhecimento conhecimento
não não
lê ler
a o
Bíblia bíblia
não não
não não
ver ver
ouvir ouvir
a o
palavra palavra
não não
tem ter
igreja igreja
aí aí
que que
você você
vê ver
irmão irmão
uma um
vergonha vergonha
tem ter
igreja igreja
por por
aí aí
duas dois
horas hora
de de
culto culto
15 15
minutos minuto
com com
a o
palavra palavra
começa começar
o o
povo povo
embora embora
sair sair
e e
não não
tem ter
prioridade prioridade
para para
a o
palavra palavra
não não
a o
palavra palavra
não não
têm ter
prioridade prioridade
e e
eu eu
amo amar
louvor louvor
a o
importante importante
fundamental fundamental
Eu eu
amo amar
mas mas
a o
palavra palavra
tem ter
prioridade prioridade
absoluta absoluto
Porque porque
é ser
ela ela
que que
livra livrar
você você
da de_o
destruição destruição
a o
única único
coisa coisa
que que
destrói destruir
o o
povo povo
de de
Deus deus
tento tentar
e e
não não
se se
submeta submeter
a a
quem quem
não não
tem ter
autoridade autoridade
espiritual espiritual
na em_o
igreja igreja
para para
dirigir dirigir
sua seu
vida vida
não não
se se
isso isso
Pimenta pimenta
por por
mais mais
inteligente inteligente
por por
mais mais
preparado preparar
por por
mais mais
espiritual espiritual
pode poder
te tu
dar dar
conselhos conselho
pode poder
dar dar
dica dica
mais mais
não não
tem ter
auto-outorga auto-outorga
peça pedir
que que
eu eu
tô tô
batendo bater
não não
tem ter
autoridade autoridade
espiritual espiritual
para para
dirigir dirigir
Sua seu
vida vida
aprenda aprender
isso isso
meu meu
irmão irmão
aprenda aprender
a a
discernir discernir
os o
ensino ensino
desse de_esse
cara cara
bacana bacana
as o
colocações colocação
que que
ele ele
faz fazer
sensacional sensacional
me eu
ajudou ajudar
muito muito
crescer crescer
muito muito
mais mais
não não
tem ter
autoridade autoridade
espiritual espiritual
para para
dirigir dirigir
sua seu
vida vida
penúltima penúltimo
lesta lesto
homem homem
acaba acabar
de de
Deus deus
Oi oi
aqui aqui
é ser
um um
lugar lugar
consagrado consagrado
exclusivo exclusivo
para para
prestar prestar
culto culto
à a_o
Deus deus
onde onde
a o
igreja igreja
se se
reúne reunir
Não não
importa importar
se se
é ser
uma um
igreja igreja
pequenininha pequenino
Não não
importa importar
se se
é ser
uma um
igreja igreja
numa em_um
casa casa
por por
um um
barraco barraco
numa em_um
Choupana choupana
ou ou
se se
é ser
um um
tempo tempo
bonito bonito
para para
glória glória
de de
Deus deus
não não
importa importar
não não
tô tô
aqui aqui
falando falar
de de
beleza beleza
mais mais
Ame amar
a o
igreja igreja
o o
templo templo
ela ela
portunidade portunidade
você você
interagir interagir
como como
membro membro
do de_o
corpo corpo
de de
você você
receber receber
uma um
palavra palavra
de de
autoridade autoridade
espiritual espiritual
que que
é ser
o o
pastor pastor
a a
minha meu
casa casa
de de
Deus deus
tem ter
que que
fazer fazer
uma um
pergunta pergunta
para para
vocês você
o o
Salmo salmo
23 23
vale valer
para para
você você
sim sim
ou ou
não não
responde responder
com com
vontade vontade
o o
Salmo salmo
91 91
vai ir
ou ou
não não
para para
você você
A o
então então
se se
o o
Salmo salmo
23 23
Vale valer
o o
Salmo salmo
91 91
vale valer
o o
Salmo salmo
27 27
Versículo versículo
4 4
e e
5 5
também também
vale valer
Davi davi
diz dizer
uma um
coisa coisa
pedi pedir
ao a_o
Senhor senhor
EA ea
buscarei buscar
que que
eu eu
possa poder
morar morar
todos todo
os o
dias dia
na em_o
casa casa
do de_o
senhor senhor
para para
contemplar contemplar
a o
formosura formosura
do de_o
Senhor senhor
e e
aprender aprender
no em_o
seu seu
templo templo
porque porque
no em_o
dia dia
da de_o
adversidade adversidade
me eu
esconderá esconder
no em_o
seu seu
Pavilhão pavilhão
no em_o
oculto oculto
do de_o
seu seu
Tabernáculo tabernáculo
me eu
esconderá esconder
e e
permear permear
sobre sobre
a o
rocha rocha
o o
Salmo salmo
122 @card@
também também
vale valer
alegrei alegrar
-me eu
quando quando
me eu
disseram dizer
vamos ir
à a_o
casa casa
do de_o
Senhor senhor
o o
Salmo salmo
34 34
Versículo versículo
10 10
também também
vale valer
Vale vale
Mais mais
um um
dia dia
nos em_o
teus teu
átrios átrio
do de_o
que que
em em
outras outro
partes parte
mil mil
e e
preferia preferir
estar estar
na em_o
porta porta
da de_o
casa casa
do de_o
meu meu
Deus deus
do de_o
que que
nós nós
tenta tentar
ser ser
novidade novidade
a o
casa casa
do de_o
irmão irmão
João joão
é ser
a o
casa casa
do de_o
irmão irmão
João joão
a o
casa casa
da de_o
irmã irmã
Maria maria
Catarina catarina
Maria maria
eu eu
não não
sou ser
contra contra
conta conta
em em
casa casa
mas mas
aqui aqui
é ser
um um
templo templo
é ser
o o
lugar lugar
dedicado dedicar
exclusivo exclusivo
e e
ninguém ninguém
vai ir
menosprezar menosprezar
casa casa
de de
Deus deus
e e
não não
vem vir
aqui aqui
o o
capu capu
gera gerar
de de
quem quem
não não
tem ter
autoridade autoridade
para para
desfazer desfazer
da de_o
casa casa
de de
Deus deus
eu eu
não não
aceito aceitar
e e
não não
me eu
calor calor
ó ó
e e
quando quando
o o
senhor senhor
mandou mandar
escrever escrever
as o
cartas carta
E e
aí aí
se se
igrejas igreja
da de_o
Ásia ásia
não não
escreveu escrever
a a
diácono diácono
Ah ah
não não
escreveu escrever
a a
passo passo
para para
auxiliar auxiliar
ao a_o
anjo anjo
da de_o
igreja igreja
ao a_o
anjo anjo
da de_o
igreja igreja
porque porque
Deus deus
é ser
o o
que que
criou criar
o o
princípio princípio
da de_o
e e
ao a_o
anjo anjo
da de_o
igreja igreja
eu eu
não não
tô tô
perguntando perguntar
se se
seu seu
pastor pastor
é ser
intelectual intelectual
tem ter
informação informação
Fantástico fantástico
Não não
ele ele
tá estar
revestido revestir
de de
uma um
autoridade autoridade
que que
você você
não não
tem ter
é ser
isso isso
que que
o o
povo povo
tem ter
que que
entender entender
e e
eu eu
termino terminar
aqui aqui
o o
sétimo sétimo
Alerta alerta
é ser
o o
alerta alerta
que que
foi ser
dada dar
cor cor
das de_o
cartas carta
foram ser
escritas escrever
em em
Apocalipse apocalipse
2 2
e e
3 3
Quem quem
tem ter
ouvidos ouvido
ouça ouvir
o o
que que
o o
espírito espírito
diz dizer
a ela
e e
Quem quem
tem ter
ouvidos ouvido
ouça ouvir
o o
que que
o o
espírito espírito
diz dizer
a o
igreja igreja
é ser
uma um
das de_o
artimanhas artimanha
de de
satanás satanás
nos em_o
últimos último
tempos tempo
Primeira primeira
Timóteo timóteo
41 41
o o
espírito espírito
diz dizer
que que
nos em_o
últimos último
tempos tempo
muitos muito
apostatarão apostatarão
da de_o
Fé fé
dando dar
ouvidos ouvido
a a
espíritos espírito
enganadores enganador
e e
doutrinas doutrina
de de
demônios demônio
duas dois
coisas coisa
espíritos espírito
enganadores enganador
sensibilidade sensibilidade
com com
o o
evangelho evangelho
pregam pregar
a o
Bíblia bíblia
curam curar
até até
falam falar
línguas língua
abri abrir
a o
Bíblia bíblia
lembra lembrar
como como
Jesus jesus
falou falar
já já
chegou chegar
uma um
turma turma
para para
Jesus jesus
Mateus mateus
Capítulo capítulo
7 7
Versículo versículo
23 23
22 22
23 23
Senhor senhor
pelo por_o
teu teu
nome nome
não não
só só
coisa coisar
a o
Fera fera
a a
ver ver
o o
teu teu
nome nome
nos nós
profetizamos profetizamos
não não
é ser
proprietário proprietário
não não
foi ser
profissionalismo profissionalismo
e e
pelo por_o
teu teu
nome nome
operamos operar
Maravilhas maravilhas
e e
que que
a o
operação operação
de de
maravilha maravilha
ressuscitar ressuscitar
um um
morto morrer
Esse esse
é ser
o o
cara cara
não não
tem ter
uma um
perna perna
nascer nascer
uma um
perna perna
eu eu
não não
tenho ter
olho olho
na em_o
seu seu
olho olho
e e
chama chamar
-se se
operação operação
de de
Maravilhas maravilhas
está estar
num em_um
patamar patamar
superior alto
a o
Cura cura
Divina divino
e e
os o
caras cara
profetizavam profetizar
operava operar
Maravilhas maravilhas
expulsavam expulsar
demônios demônio
se se
é ser
hoje hoje
já já
tá estar
assim assim
de de
gente gente
atrás atrás
e e
se se
a o
parte parte
de de
mim eu
e e
eu eu
não não
conheço conhecer
vocês você
que que
praticam praticar
a o
iniquidade iniquidade
o o
Botafogo botafogo
como como
é ser
que que
Deus deus
permite permitir
se se
você você
tem ter
que que
entender entender
uma um
coisa coisa
a a
manifestação manifestação
do de_o
poder poder
de de
Deus deus
não não
significa significar
aprovação aprovação
de de
Conduta conduta
é ser
o o
lugar lugar
onde onde
deus deus
manifestou manifestar
o o
seu seu
poder poder
como como
nunca nunca
na em_o
história história
foi ser
no em_o
deserto deserto
não não
cara cara
nunca nunca
mais mais
a o
comida comida
cair cair
do de_o
céu céu
todo todo
dia dia
a a
coluna coluna
de de
nuvem nuvem
de de
dia dia
como como
a o
de de
Fogo fogo
de de
noite noite
Sheik sheik
na em_o
glória glória
de de
Deus deus
roupa roupa
não não
fica ficar
velha velho
até até
Micha micha
eu eu
nunca nunca
aconteceu acontecer
um um
chá chá
2 2
a a
entrar entrar
em em
Canaã canaã
o o
resto resto
foi ser
tudo tudo
para para
o o
estado estado
mais mais
de de
2 2
milhões milhão
de de
pessoas pessoa
nem nem
te tu
falou falar
que que
a o
manifestação manifestação
do de_o
poder poder
de de
Deus deus
é ser
Deus deus
assinando assinar
o o
cheque cheque
embaixo embaixo
aprovando aprovar
o o
conduta conduta
manifestação manifestação
do de_o
poder poder
de de
Deus deus
é ser
para para
mostrar mostrar
a o
grandeza grandeza
misericórdia misericórdia
por por
ter ter
bondade bondade
de de
Deus deus
para para
com com
a o
raça raça
humana humano
doutrinas doutrina
de de
demônios demônio
aí aí
mudou mudar
primeiro primeiro
espíritos espírito
enganadores enganador
parece parecer
que que
é é
parece parecer
que que
é ser
crente crente
parece parecer
que que
a o
pastor pastor
parece parecer
que que
Apóstolo apóstolo
mas mas
não não
tem ter
nada nada
disso de_isso
vive viver
na em_o
iniquidade iniquidade
doutrinas doutrina
de de
demônios demônio
deturpa deturpar
teologia teologia
é ser
essa esse
aqui aqui
é ser
violenta violento
a o
doutrina doutrina
perturba perturbar
a o
palavra palavra
a a
marca marca
dos de_o
últimos último
dias dia
mas mas
eu eu
terminar terminar
minha meu
palavra palavra
e e
ninguém ninguém
vai ir
para para
a o
igreja igreja
e e
ninguém ninguém
vai ir
falar falar
porque porque
tem ter
gente gente
Viel viel
porque porque
tem ter
gente gente
que que
disser dizer
lhe ele
Alguns algum
são ser
levados levar
por por
dentro dentro
de de
doutrina doutrina
hora hora
tá estar
aqui aqui
hora hora
tá estar
aqui aqui
hora hora
tá estar
ali ali
olha olhar
Sara sara
Ei ei
eu eu
sei saber
que que
eu eu
tenho ter
querido querer
É é
eu eu
sei saber
que que
eu eu
tenho ter
filho filho
eu eu
sei saber
eu eu
sei saber
eu eu
reconheço reconhecer
voz voz
eu eu
reconheço reconhecer
voz voz
tem ter
reconhece reconhecer
eu eu
reconheço reconhecer
a o
voz voz
de de
uma um
autoridade autoridade
espiritual espiritual
porque porque
eu eu
eu eu
tenho ter
comida comida
sólida sólido
eu eu
não não
vivo viver
só só
de de
docinhos doce
na em_o
igreja igreja
tem ter
um um
sonho sonho
mil mil
folhas folha
não não
tem ter
mocotó mocotó
um um
feijão feijão
com com
arroz arroz
frango frango
a a
para para
você você
ser ser
firmado firmar
eu eu
tô tô
pregando pregar
essa esse
mensagem mensagem
aqui aqui
claro claro
que que
é ser
que que
não não
gosta gostar
eu eu
sou ser
Pentecostal pentecostal
Aleluia aleluiar
voar voar
dentro dentro
da de_o
igreja igreja
e e
é ser
todo todo
mundo mundo
gosta gostar
disso de_isso
eu eu
também também
gosto gostar
mas mas
meu meu
irmão irmão
se se
eu eu
levar levar
um um
povo povo
para para
isso isso
eu eu
vou ir
dizer dizer
uma um
coisa coisa
o o
que que
é ser
que que
eu eu
comparecer comparecer
diante diante
de de
Deus deus
eu eu
quero querer
mais mais
assim assim
vem vir
cá cá
e e
os o
coloquei colocar
como como
o o
Pastor pastor
daquela de_aquele
gente gente
eu eu
dei dar
você você
uma um
autoridade autoridade
Profética profético
na em_o
sua seu
nação nação
e e
você você
covarde covarde
com com
medo medo
de de
mídia mídia
com com
medo medo
de de
comentários comentário
em em
rede rede
social social
com com
medo medo
de de
calúnia calúnia
difamação difamação
e e
não não
seria ser
digno digno
de de
está estar
diante diante
de de
vocês você
e e
ministro ministro
evangélico evangélico
eu eu
não não
seria ser
Digno digno
agora agora
vai ir
ter ter
um um
outro outro
lado lado
da de_o
história história
quem quem
é ser
que que
vai ir
ter ter
gente gente
que que
vai ir
chegar chegar
esse esse
mês mês
viu ver
Você você
não não
viu ver
o o
homem homem
de de
Deus deus
não não
te tu
aconselho aconselhar
porque porque
tu tu
não não
viu ver
e e
essa esse
batata batata
quente quente
segura seguro
e e
não não
vai ir
ficar ficar
na em_o
minha meu
mão mão
não não
tô tô
passando passar
para para
você você
Oi oi
tô tô
passando passar
para para
você você
que que
está estar
me eu
assistindo assistir
Essa esse
batata batata
que que
não não
vai ir
ficar ficar
na em_o
minha meu
mão mão
não não
deu dar
não não
vai ir
me eu
chamar chamar
para para
ver ver
como como
é ser
que que
pô pô
Oi oi
como como
é ser
que que
você você
deixou deixar
isso isso
passar passar
como como
é ser
que que
você você
não não
fez fazer
questionamentos questionamento
Porque porque
então então
meu meu
irmão irmão
eu eu
não não
vou ir
me eu
calar calar
eu eu
não não
vou ir
me eu
calar calar
eu eu
não não
quero querer
saber saber
o o
tamanho tamanho
da de_o
rede rede
social social
eu eu
não não
quero querer
saber saber
a o
grandeza grandeza
da de_o
influência influência
eu eu
sou ser
Ministro ministro
do de_o
Evangelho evangelho
tem ter
uma um
voz voz
Profética profético
e e
valer valer
tá estar
igreja igreja
cuidado cuidado
cuidado cuidar
nesses em_esse
últimos último
dias dia
cuidado cuidado
o o
povo povo
de de
Deus deus
cuidado cuidar
eu eu
tô tô
sendo ser
é é
é ser
bem bem
insistente insistente
e e
persistente persistente
cuidado cuidado
querem querer
arrebatar arrebatar
você você
querem querer
te tu
fazer fazer
pressa pressa
quero querer
importar importar
na em_o
tua tua
cabeça cabeça
que que
você você
não não
precisa precisar
de de
tempo tempo
não não
precisa precisar
de de
igreja igreja
e e
você você
pode poder
batizar batizar
com com
você você
mesmo mesmo
e e
você você
não não
precisa precisar
se se
submeter submeter
a o
autoridade autoridade
espiritual espiritual
que que
você você
tá estar
quebrando quebrar
o o
princípio princípio
e e
vai ir
se se
dar dar
mal mal
mas mas
graças graças
a a
Deus deus
aleluia aleluiar
aleluia aleluia
tem ter
uma um
igreja igreja
tem ter
uma um
igreja igreja
aqui aqui
tá estar
vendo ver
tudo tudo
isso isso
tem ter
uma um
e e
tu tu
não não
tá estar
comendo comer
essa esse
Cometa cometer
essa esse
comida comida
não não
tá estar
não não
vai ir
comer comer
não não
porque porque
você você
aprende aprender
porque porque
você você
lê ler
porque porque
você você
tá estar
na em_o
igreja igreja
vamos ir
seguir seguir
em em
frente frente
eu eu
te tu
carrego carregar
a o
igreja igreja
igreja igreja
igreja igreja
é ser
isso isso
é ser
muita muito
gente gente
canal canal
meu meu
irmão irmão
tem ter
quatro quatro
tipos tipo
de de
crente crente
na em_o
o o
cara cara
não não
menino menino
fraco fraco
e e
forte forte
Paulo paulo
classifica classificar
nas em_o
suas seu
epístolas epístola
esses esse
quatro quatro
tipos tipo
de de
creme creme
deixa deixar
o o
fraco fraco
aqui aqui
misturado misturar
com com
foco foco
ele ele
ser ser
forte forte
eu eu
quero querer
qualidade qualidade
não não
quantidade quantidade
eu eu
quero querer
quantidade quantidade
para para
se se
misturar misturar
com com
a o
qualidade qualidade
para para
eles eles
serem ser
qualidade qualidade
essa esse
conversa conversa
afiada afiado
e e
a o
igreja igreja
vai ir
continuar continuar
sua seu
marcha marcha
Triunfante triunfante
que que
a o
igreja igreja
a a
igreja igreja
já já
tá estar
perdida perder
a o
igreja igreja
tá estar
cair cair
da de_o
linguarudo linguarudo
vai ir
lamber lamber
vai ir
lavar lavar
tua tua
boca boca
como como
é ser
que que
um um
povo povo
pode poder
estar estar
aceitando aceitar
gente gente
que que
pega pegar
um um
pouco pouco
tudinho tudinho
de de
graça graça
para para
xingar xingar
palavrão palavrão
como como
é ser
que que
tem ter
gente gente
que que
segue segar
isso isso
não não
respeita respeitar
a o
mulher mulher
e e
você você
não não
respeita respeitar
a o
igreja igreja
propositadamente propositadamente
por por
técnicas técnica
dos de_o
ares ar
que que
para para
causar causar
confusão confusão
e e
atrair atrair
xingar xingar
palavra palavra
como como
é ser
que que
pastor pastor
bota bota
gente gente
desse de_esse
nível nível
no em_o
púlpito púlpito
como como
é ser
que que
tem ter
crentes crente
seguindo seguir
esse esse
tipo tipo
de de
gente gente
vai ir
igreja igreja
desperta desperto
Igreja igreja
de de
Jesus jesus
a a
qualquer qualquer
hora hora
trombeta trombeta
abaixo abaixo
a a
ele ele
vem vir
buscar buscar
uma um
igreja igreja
Santa santa
limpa limpar
que que
não não
