[ [
edifica edificar
sabedoria sabedoria
a a
inteligência inteligência
e e
conhece conhecer
não não
vou ir
botar botar
mais mais
uma um
dica dica
não não
vou ir
dizer dizer
o o
nome nome
das de_o
tantas tanto
não não
eu eu
vou ir
falar falar
de de
mulher mulher
está estar
em em
provérbios provérbio
3110 @card@
aqui aqui
ó ó
e e
do de_o
10 10
ao a_o
30 30
segura seguro
aí aí
senhoras senhor
Oi oi
como como
é ser
que que
você você
edifica edificar
a o
sua seu
casa casa
Oi oi
como como
é ser
que que
você você
pode poder
ser ser
uma um
adjuntora adjuntora
como como
é ser
que que
você você
pode poder
ajudar ajudar
seu seu
marido marido
na em_o
responsabilidade responsabilidade
maior grande
que que
ele ele
tem ter
de de
autoridade autoridade
3110 @card@
mulher mulher
virtuosa virtuoso
quem quem
achará achar
o o
seu seu
valor valor
excede exceder
a a
muito muito
a a
pedras pedra
preciosas precioso
mulher mulher
de de
virtude virtude
mulher mulher
prendada prendar
mulher mulher
talentosa talentoso
no em_o
Versículo versículo
11 11
o o
coração coração
do de_o
seu seu
marido marido
está estar
nela em_ela
confiado confiar
e e
ela ela
nenhuma nenhum
fazendo fazer
a a
faltar faltar
a o
mulher mulher
de de
confiança confiança
não não
puxa puxar
tapete tapete
o o
Versículo versículo
12 12
e e
ela ela
faz fazer
bem bem
e e
não não
mal mal
todos todo
os o
dias dia
da de_o
sua seu
vida vida
não não
é ser
mulher mulher
maligna maligno
que que
a o
mulher mulher
quando quando
dá dar
para para
ser ser
maligno maligno
até até
o o
Diabo diabo
fica ficar
com com
inveja inveja
e e
esse esse
caramba caramba
o o
seu seu
que que
limitar limitar
essa esse
Muita muito
muita muito
é ser
muita muito
força força
aquela aquele
faz fazer
o o
bem bem
quem quem
não não
vive viver
arrumando arrumar
intriga intriga
confusão confusão
o o
Versículo versículo
13 13
em em
busca busca
lã lã
e e
linho linho
e e
trabalha trabalhar
de de
boa bom
vontade vontade
com com
suas seu
mãos mão
é ser
uma um
mulher mulher
produtiva produtivo
e e
deixa deixar
14 14
é ser
como como
o o
navio navio
mercante mercante
de de
longe longe
traz trazer
o o
seu seu
pão pão
ela ela
não não
mede medir
esforço esforço
vai ir
longe longe
para para
buscar buscar
o o
melhor bom
para para
sua seu
casa casa
o o
Versículo versículo
15 15
ainda ainda
de de
noite noite
se se
levanta levantar
e e
da de_o
mantimento mantimento
a a
sua seu
casa casa
e e
as o
tarefas tarefa
as o
suas seu
servas servo
não não
acorda acordar
meio-dia meio-dia
não não
é ser
preguiçosa preguiçoso
Versículo versículo
16 16
o o
exame exame
não não
é ser
verdade verdade
adquire adquirir
-a ela
planta plantar
uma um
vinha vinha
e e
com com
fruto fruto
das de_o
suas seu
mãos mão
uma um
mulher mulher
que que
sabe saber
negociar negociar
não não
compra compra
gato gato
por por
lebre lebre
sabe saber
o o
açougueiro açougueiro
quer querer
botar botar
meio meio
que que
você você
para para
isso isso
aí aí
não não
importa importar
não não
né né
isso isso
aqui aqui
não não
é ser
assim assim
não não
é ser
isso isso
aqui aqui
quem quem
sabe saber
em em
17 17
cinge cingir
os o
seus seu
lombos lombo
de de
força força
e e
fortalece fortalecer
os o
laços laço
não não
tem ter
medo medo
de de
trabalho trabalho
pesado pesar
há há
18 18
prova prova
e e
vê ver
que que
é ser
boa bom
a a
sua seu
mercadoria mercadoria
EA ea
sua seu
lâmpada lâmpada
não não
se se
apaga apagar
de de
noite noite
trabalha trabalhar
o o
que que
for ser
necessário necessário
o o
versículo versículo
19 19
estende estender
as o
suas seu
mãos mão
ao a_o
fuso fuso
e e
as o
palmas palma
das de_o
suas seu
mãos mão
pegam pegar
na em_o
Roca roca
sabe saber
fazer fazer
as o
coisas coisa
o o
Versículo versículo
21 21
não não
temerá temerá
por por
causa causa
da de_o
neve neve
porque porque
toda todo
a o
sua seu
casa casa
anda andar
forrada forrar
de de
roupa roupa
dobrada dobrar
não não
tem ter
medo medo
da de_o
adversidade adversidade
22 22
faz fazer
parasse parar
Tapeçaria tapeçaria
de de
linho linho
fino fino
e e
de de
púrpura púrpuro
é ser
o o
seu seu
vestido vestido
sabe saber
se se
vestir vestir
numa em_um
perua perua
louca louco
sabe saber
se se
comportar comportar
você você
não não
está estar
sendo ser
de de
quadra quadra
E e
você você
não não
se se
a a
si si
retrógrada retrógrado
para para
ser ser
moderna moderno
Mas mas
também também
você você
não não
se se
a o
sensual sensual
para para
mostrar mostrar
que que
você você
alguma algum
coisa coisa
quer querer
mostrar mostrar
alguma algum
coisa coisa
nossa nosso
para para
teu teu
marido marido
em em
casa casa
é ser
há há
23 23
conhece conhecer
o o
seu seu
marido marido
nas em_o
portas porta
quando quando
se se
assenta assentar
com com
os o
anciãos ancião
da de_o
terra terra
Cadê cadê
o o
marido marido
é ser
reconhecido reconhecer
pela por_o
mulher mulher
que que
é ser
prendada prendar
não não
é ser
nem nem
conhecido conhecido
pelo por_o
nome nome
dele de_ele
olha olhar
que que
coisa coisa
incrível incrível
é ser
a o
melhor bom
24 24
faz fazer
panos pano
de de
linho linho
e e
vende vender
-os eles
e e
da de_o
cinta cinta
aos a_o
Mercadores mercador
sai sair
de de
ajudar ajudar
se se
for ser
necessário necessário
sabe saber
-se se
produtiva produtivo
Versículo versículo
25 25
A o
Fox fox
aí aí
a o
glória glória
são ser
seus seu
vestidos vestido
e e
ri rir
-se se
do de_o
dia dia
futuro futuro
as o
suas seu
grandes grande
inspectores inspectores
é é
honra honra
energia energia
ela ela
não não
se se
preocupa preocupar
com com
a a
dele de_ele
se se
deve dever
ciclo ciclo
26 26
abre abrir
a o
sua seu
boca boca
com com
sabedoria sabedoria
EA ea
lei lei
da de_o
beneficência beneficência
está estar
na em_o
sua seu
língua língua
mostra mostrar
a o
sabedoria sabedoria
corrigir corrigir
com com
amor amor
Versículo versículo
27 27
Olha olhar
pelo por_o
governo governo
da de_o
sua seu
casa casa
e e
não não
come comer
o o
pão pão
da de_o
preguiça preguiça
eu eu
falei falar
explicar explicar
Vão ir
bora bora
para para
dar dar
mais muito
rápido rápido
Versículo versículo
28 28
levantam levantar
-se se
seus seu
filhos filho
e e
a ela
chama chamar
-la ela
de de
bem-aventurada bem-aventurar
minha meu
mãe mãe
é ser
formidável formidável
como como
está estar
nesse em_esse
seu seu
marido marido
Se se
a o
mão mão
vai ir
dizendo dizer
muitas muito
filhas filha
obraram obrar
virtuosamente virtuosamente
Mas mas
tu tu
a a
todas todo
essas esse
superior alto
Ninguém ninguém
é ser
igual igual
a a
minha meu
mulher mulher
E e
aí aí
5:30 @card@
sensacional sensacional
segura seguro
aí aí
senhoras senhor
enganosa enganoso
e e
a o
graça graça
e e
a o
vaidade vaidade
EA ea
formosura formosura
mas mas
a o
mulher mulher
que que
teme temer
ao a_o
Senhor senhor
Essa esse
será ser
louvada louvar
os o
encantos encanto
de de
uma um
mulher mulher
podem poder
ser ser
ilusão ilusão
com com
passar passar
do de_o
tempo tempo
mas mas
a o
verdadeira verdadeiro
beleza beleza
está estar
em em
obedecer obedecer
e e
honrar honrar
a o
Deus deus
eu eu
gostaria gostar
de de
informar informar
que que
o o
que que
eu eu
estou estar
falando falar
aqui aqui
não não
tem ter
a a
ver ver
com com
cultura cultura
não não
tem ter
que que
colocar colocar
a o
Bíblia bíblia
na em_o
cultura cultura
que que
você você
daqui de_aqui
a a
pouco pouco
vai ir
sair sair
com com
o o
pecado pecado
é ser
cultura cultura
e e
a o
Bíblia bíblia
é ser
a o
palavra palavra
de de
Deus deus
com com
os o
princípios princípio
no em_o
bem-estar bem-estar
do de_o
homem homem
qualquer qualquer
era era
e e
qual qual
é ser
a o
responsabilidade responsabilidade
do de_o
homem homem
e e
da de_o
mulher mulher
de de
ambos ambos
eu eu
falei falar
do de_o
homem homem
está estar
aqui aqui
tem ter
muito muito
mais mais
e e
falei falar
da de_o
mulher mulher
qual qual
é ser
a o
responsabilidade responsabilidade
do de_o
homem homem
e e
da de_o
mulher mulher
e e
olha olhar
essa esse
responsabilidade responsabilidade
dos de_o
dois dois
a o
responsabilidade responsabilidade
que que
está estar
sobre sobre
os o
dois dois
em em
nível nível
igual igual
Provérbios provérbio
22 22
6 6
ensina ensinar
a o
criança criança
no em_o
caminho caminho
que que
deve dever
andar andar
o o
Hefesto hefesto
64 64
se se
teu teu
filho filho
na em_o
doutrina doutrina
do de_o
senhor senhor
querido querido
tá estar
falando falar
de de
Educar educar
educar educar
se se
gasta gastar
tempo tempo
e e
energia energia
tem ter
cantar cantar
junto junto
educar educar
não não
é ser
só só
com com
palavras palavra
têm ter
atitudes atitude
e e
exemplos exemplo
O o
que que
é ser
que que
tá estar
educando educar
os o
teus teu
filhos filho
já já
TV tv
Essa esse
sociedade sociedade
podre podre
é ser
o o
professor professor
quer querer
pata pato
na em_o
escola escola
e e
isso isso
é ser
a o
função função
dos de_o
dois dois
em em
função função
dos de_o
Pais pais
segunda segundar
Coríntios coríntio
12 12
e e
14 14
na em_o
última último
parte parte
do de_o
versículo versículo
não não
são ser
os o
filhos filho
quem quem
tesourão tesoura
para para
os o
pais pai
mas mas
os o
pais pai
quem quem
tesourão tesoura
para para
os o
filhos filho
você você
não não
tá estar
querendo querer
o o
filho filho
para para
não não
estão estar
investindo investir
em em
você você
ó ó
amanhã amanhã
lembra lembrar
que que
se se
você você
for ser
alguma algum
coisa coisa
por por
minha meu
causa causa
tem ter
pais pai
que que
prendem prendar
os o
filhos filho
para para
eles eles
ficarem ficar
como como
devedores devedor
você você
não não
faz fazer
mais mais
do de_o
que que
publicação publicação
entre entre
zorá zorá
para para
o o
teus teu
filhos filho
e e
seus seu
pais pai
quem quem
tesouro tesouro
para para
os o
filhos filho
não não
estudos estudo
para para
não não
estou estar
dizendo dizer
que que
você você
não não
deve dever
ajudar ajudar
seu seu
pai pai
e e
tua tua
mãe mãe
não não
quer querer
aqui aqui
dentro dentro
pra pra
minha meu
palavra palavra
é ser
porque porque
eu eu
conheço conhecer
uma um
igreja igreja
a a
gente gente
tem ter
uma um
coletividade coletividade
de de
pessoas pessoa
têm ter
mães mãe
castradoras castrador
tô tô
falando falar
da de_o
vida vida
psicológico psicológico
que que
querem querer
dominar dominar
o o
filho filho
e e
o o
filho filho
então então
nunca nunca
tem ter
um um
relacionamento relacionamento
bom bom
com com
a o
esposa esposo
porque porque
tem ter
uma um
interferência interferência
total total
da de_o
mãe mãe
que que
tem ter
que que
enxugar enxugar
e e
um um
cara cara
tem ter
que que
estar estar
disponível disponível
Não não
não não
posso poder
comprar comprar
essa esse
minha meu
esposa esposo
e e
minha meu
mãe mãe
panaca panaca
e e
libere liberar
seu seu
filho filho
Se se
liberte liberte
dessa de_esse
sua seu
mãe mãe
fala falar
igual igual
a a
Jesus jesus
falou falar
quando quando
a o
mãe mãe
de de
Jesus jesus
Chegou chegar
para para
pressionar pressionar
ele ele
porque porque
tinha ter
acabado acabar
vídeo vídeo
Esses esses
moleque moleque
tenho ter
eu eu
contigo contigo
tem ter
filho filho
tá estar
fazendo fazer
você você
se se
a o
sua seu
mãe mãe
mulher mulher
que que
tenho ter
eu eu
contigo contigo
o o
ascendente ascendente
para para
tua tua
mãe mãe
viu ver
marmanjo marmanjo
a a
dica dica
para para
tua tua
mulher mulher
que que
tenho ter
eu eu
contigo contigo
já já
sou ser
maior grande
acabou acabar
me eu
responde responder
ambos ambos
Respeitar respeitar
o o
espaço espaço
dos de_o
filhos filho
tá estar
lá lá
no em_o
capítulo capítulo
6 6
vs vs
quatro quatro
pais pai
não não
irriteis irriteis
a a
vossos vosso
filhos filho
escuta escutar
essa esse
uma um
criança criança
pequena pequeno
o o
pai pai
e e
a o
mãe mãe
compra compra
para para
menina menina
cor-de-rosa cor-de-rosa
para para
menina menina
Azul azul
continue continuar
assim assim
por por
favor favor
a o
menina menina
cor-de-rosa cor-de-rosa
e e
para para
menino menino
azul azul
ok ok
Aí aí
depois depois
vai ir
crescendo crescer
um um
pouquinho pouco
é ser
um um
vestido vestido
de de
bolinha bola
e e
tal tal
aí aí
a o
menina menina
é ser
adolescente adolescente
Então então
tô tô
falando falar
em em
tese tese
você você
vai ir
comprar comprar
um um
vestido vestido
para para
menina menina
que que
custa custar
r$ r$
1000 1000
pronto pronto
OK ok
tô tô
falando falar
em em
tese tese
discute discutir
E e
aí aí
a o
garota garota
disse dizer
assim assim
mãe mãe
eu eu
queria querer
aquele aquele
vestido vestido
aqui aqui
deles de_eles
para para
amarelo amarelo
e e
branco branco
não não
E e
é ser
aquele aquele
vermelho vermelho
de de
bolinha bola
e e
se se
estúpida estúpido
e e
a a
hashtag hashtag
o o
espaço espaço
da de_o
próximo próximo
do de_o
teu teu
filho filho
quando quando
é ser
pequeno pequeno
você você
deve dever
ser ser
de de
tudo tudo
como como
ele ele
vai ir
se se
desenvolvendo desenvolver
dessa de_esse
ele ele
aprender aprender
a a
lidar lidar
com com
seus seu
também também
a o
Bíblia bíblia
phenomenal phenomenal
tem ter
instrução instrução
para para
tudo tudo
e e
não não
manipule manipular
o o
seu seu
filho filho
o o
tempo tempo
todo todo
que que
vai ir
crescer crescer
um um
leque leque
bo bo
o o
que que
não não
sabe saber
tomar tomar
decisões decisão
na em_o
vida vida
responsabilidade responsabilidade
de de
ambos ambos
segurar segurar
essa esse
Rodovia rodovia
pouquinho pouco
da de_o
Gol gol
meu meu
Deus deus
do de_o
céu céu
e e
eu eu
vou ir
citar citar
o o
texto texto
responsabilidade responsabilidade
de de
ambos ambos
no em_o
casamento casamento
o o
apóstolo apóstolo
Paulo paulo
escreve escrever
em em
primeira primeiro
Coríntios coríntio
7 7
Capítulo capítulo
Capítulo capítulo
7 7
Versículo versículo
3 3
o o
marido marido
pague pagar
a o
mulher mulher
a o
devida devido
benevolência benevolência
usar usar
a o
linguagem linguagem
erudita erudito
e e
depois depois
eu eu
traduzo traduzo
para para
u u
u u
carioquinhas carioquinhas
português português
EA ea
mulher mulher
pague pagar
ao a_o
marido marido
a o
devida devido
benevolência benevolência
vamo vamo
traduzir traduzir
para para
o o
que que
você você
entende entender
o o
homem homem
satisfaça satisfazer
sexualmente sexualmente
a o
mulher mulher
e e
a o
mulher mulher
satisfaça satisfazer
sexualmente sexualmente
homem homem
E e
aí aí
E e
você você
tá estar
numa em_um
relação relação
de de
reciprocidade reciprocidade
né né
só só
para para
fazer fazer
você você
não não
viu ver
o o
machão macho
daqui de_aqui
a o
responsabilidade responsabilidade
amos amo
satisfazer satisfazer
a o
mulher mulher
sexualmente sexualmente
e e
a o
mulher mulher
satisfazer satisfazer
o o
homem homem
sexualmente sexualmente
responsabilidade responsabilidade
de de
anos ano
primeira primeira
Coríntios coríntio
capítulo capítulo
7 7
a a
partir partir
do de_o
versículo versículo
ver ver
dois dois
palmos palmo
acima acima
a o
diferença diferença
entre entre
a o
mulher mulher
casada casado
e e
a o
mulher mulher
solteira solteiro
entre entre
homem homem
casado casado
e e
o o
homem homem
solteiro solteiro
os o
solteiros solteiro
cuidam cuidar
das de_o
coisas coisa
do de_o
Senhor senhor
Os o
casados casar
em em
Como como
agradar agradar
os o
cônjuges cônjuge
a a
prioridade prioridade
da de_o
mulher mulher
o o
seu seu
marido marido
a a
prioridade prioridade
do de_o
marido marido
da de_o
sua seu
mulher mulher
quando quando
filho filho
é ser
pequeno pequeno
tem ter
um um
tempo tempo
de de
dedicação dedicação
não não
tô tô
falando falar
desse de_esse
período período
E e
você você
minha meu
irmã irmã
te tu
achei achar
mas mas
não não
se se
manifeste manifestar
para para
ninguém ninguém
descobrir descobrir
e e
fica ficar
na em_o
tua tua
prende prender
que que
não não
é ser
contigo contigo
que que
a o
com com
outra outro
pessoa pessoa
você você
dá dar
prioridade prioridade
para para
filho filho
maior grande
Epa epa
Neto neto
é ser
a o
prioridade prioridade
é ser
do de_o
teu teu
marido marido
a a
prioridade prioridade
é ser
da de_o
tua tua
mulher mulher
você você
dá dar
prioridade prioridade
para para
tudo tudo
que que
teus teu
amigos amigo
fala falar
como como
se se
você você
fosse ser
solteiro solteiro
ó ó
e e
todo todo
final final
de de
semana semana
tem ter
um um
negócio negócio
um um
amigo amigo
eu eu
não não
tô tô
falando falar
uma um
gente gente
desses de_esse
extremos extremo
que que
o o
cara cara
não não
pode poder
nem nem
jogar jogar
uma um
bola bola
que que
amanhã amanhã
não não
vai ir
ter ter
nenhum nenhum
domínio domínio
meu meu
é ser
meu meu
domínio domínio
fica ficar
aqui aqui
é ser
meu meu
bíblia bíblia
agora agora
aqui aqui
dentro dentro
de de
casa casa
mas mas
todo todo
final final
de de
semana semana
a o
mulher mulher
fica ficar
em em
casa casa
e e
o o
cara cara
aí aí
sai sair
você você
ainda ainda
mais mais
solteiro solteiro
você você
tem ter
que que
agradar agradar
tua tua
mulher mulher
te tu
perguntar perguntar
o o
que que
que que
ela ela
quer querer
no em_o
final final
de de
semana semana
meu meu
saudoso saudoso
sobre sobre
tinha ter
um um
ditado ditado
ditado ditar
lá lá
no em_o
interior interior
quem quem
pariu parir
Mateus mateus
em em
pague pagar
que que
importa importar
a o
criança criança
no em_o
mundo mundo
que que
cuide cuidar
e e
eu eu
tenho ter
cinco cinco
netos neto
e e
minha meu
mulher mulher
não não
é ser
expand expand
Oi oi
Gi gi
netoland netoland
frio frio
tá estar
a o
coisa coisa
mais mais
linda lindo
Neto neto
a a
coisa coisa
mais mais
que que
o o
normal normal
é ser
ser ser
avô avô
e e
aqui aqui
segura seguro
vai ir
lá lá
e e
fez fazer
cocô cocô
Tom tom
aa aa
e e
a o
voz voz
só só
vem vir
para para
brincar brincar
a o
voz voz
só só
vem vir
para para
dar dar
beijinho beijo
a a
vossa vosso
quer querer
um um
o o
saco saco
igual igual
uma um
bruxa bruxa
meméia meméia
é ser
só só
falta faltar
uma um
vassoura vassoura
para para
voar voar
e e
pega pegar
uma um
bruxa bruxa
meméia meméia
sabe saber
o o
que que
acontece acontecer
né né
que que
não não
sei saber
o o
quê quê
e e
a o
filha filha
dela de_ela
aí aí
eu eu
vou ir
falar falar
vou ir
falar falar
por por
favor favor
falar falar
eu eu
vou ir
falar falar
e e
a ela
vou ir
falar falar
a o
tua tua
filha filha
cada cada
ano ano
tá estar
com com
macho macho
até até
um um
ano ano
é ser
filho filho
de de
um um
no em_o
outono outono
é ser
filho filho
de de
Otto otto
e e
tu tu
igual igual
a o
i***** i*****
feliz feliz
pai pai
dessa dessar
um um
eu eu
vou ir
me eu
conter conter
vou ir
me eu
conter conter
vou ir
me eu
conter conter
a o
em em
Ok ok
e e
você você
gosta gostar
trouxa trouxa
ela ela
só só
lá lá
na em_o
cama cama
ela ela
com com
macho macho
a o
notícia notícia
amor amor
a a
massa massa
um um
produto produto
é ser
você você
que que
segura segurar
Deixa deixar
de de
ser ser
trouxa trouxa
minha meu
irmã irmã
vai ir
cuidar cuidar
não não
botou botar
filho filho
vai ir
cuidar cuidar
não não
é ser
teu teu
vai ir
cuidar cuidar
eu eu
posso poder
ajudar ajudar
mas mas
não não
sou ser
empregada empregar
doméstica doméstico
de de
tiro tiro
maior grande
vende vender
Neto neto
não não
É ser
eu eu
sei saber
que que
existem existir
casos caso
nós nós
temos ter
questões questão
sociais social
a o
voz voz
não não
deixa deixar
aqui aqui
vai ir
trabalhar trabalhar
eu eu
fui ser
cuidar cuidar
aqui aqui
dos de_o
netos neto
a a
uma um
a o
uma um
questão questão
social social
ao a_o
momento momento
social social
a o
mulher mulher
tem ter
que que
trabalhar trabalhar
o o
marido marido
tá estar
desempregado desempregar
peças peça
Então então
eu eu
fico ficar
aqui aqui
eu eu
cuido cuidar
dele de_ele
Pode poder
Vai ir
lá lá
vai ir
vai ir
trabalhar trabalhar
mas mas
não não
é ser
vida vida
toda todo
eu eu
sei saber
que que
é ser
esses esse
momentos momento
eu eu
sei saber
que que
é ser
esse esse
tempo tempo
a a
discutir discutir
que que
eu eu
vou ir
dizer dizer
para para
vocês você
eu eu
já já
vou ir
terminar terminar
é ser
isso isso
alisa alisar
Meu meu
Ego ego
é ser
tão tão
gostando gostar
do de_o
que que
eu eu
tô tô
falando falar
não não
fala falar
mais mais
já já
passei passar
dessa de_esse
fase fase
discute discutir
-se se
e e
qual qual
é ser
a o
coisa coisa
mais mais
importante importante
que que
o o
pai pai
faz fazer
para para
seus seu
filhos filho
e e
amar amar
a o
mãe mãe
deles de_eles
é ser
e e
qual qual
é ser
a o
coisa coisa
mais mais
importante importante
que que
a o
mulher mulher
pode poder
fazer fazer
para para
os o
seus seu
filhos filho
amar amar
o o
pai pai
dele de_ele
a a
discutir discutir
se se
você você
cumpriu cumprir
os o
seus seu
papéis papel
é ser
como como
um um
homem homem
com com
mulher mulher
e e
criou criar
seus seu
filhos filho
e e
depois depois
seus seu
filhos filho
fizeram fazer
escolhas escolha
erradas errar
porque porque
o o
ser ser
humano humano
tem ter
livre livre
arbítrio arbítrio
e e
existem existir
filhos filho
de de
b****** b******
o o
que que
vira ver
gente gente
e e
tem ter
caráter caráter
existe existir
gente gente
que que
é ser
filho filho
de de
gente gente
que que
tem ter
caráter caráter
virar virar
b****** b******
é ser
porque porque
o o
ser ser
humano humano
decide decidir
pode poder
romper romper
suas seu
fotos foto
sua seu
história história
e e
ele ele
pode poder
romper romper
essa esse
história história
mas mas
se se
você você
e e
se se
você você
fez fazer
a o
sua seu
parte parte
E e
esse esse
seu seu
cheiro cheiro
de de
escolher escolher
um um
lugar lugar
errado errado
encaminhado encaminhar
você você
nunca nunca
vai ir
se se
sentir sentir
culpado culpar
e e
não não
vai ir
ter ter
acusação acusação
na em_o
tua tua
consciência consciência
E e
aí aí
alguém alguém
que que
tá estar
me eu
ouvindo ouvir
ela ela
sem sem
colchão colchão
não não
tivesse ter
a o
criação criação
e e
se se
a o
pessoa pessoa
como como
é ser
que que
eu eu
fui ser
criado criar
que que
era ser
meu meu
pai pai
é ser
minha meu
mão mão
não não
sei saber
nem nem
que que
que que
é ser
isso isso
ou ou
então então
outras outro
Puxa puxar
você você
tivesse ter
aprendido aprender
isso isso
há haver
20 20
anos ano
atrás atrás
eu eu
podia poder
ter ter
criado criar
uma um
lá lá
meus meu
filhos filho
então então
escute escutar
o o
ser ser
humano humano
Esse esse
é ser
um um
eterno eterno
vir-a-ser vir-a-ser
isso isso
é ser
você você
pode poder
hoje hoje
mudar mudar
coisas coisa
na em_o
sua seu
vida vida
na em_o
sua seu
família família
e e
ainda ainda
há haver
tempo tempo
de de
você você
melhorar melhorar
coisas coisa
da de_o
tua tua
vida vida
da de_o
tua tua
família família
é ser
só só
você você
decidir decidir
querer querer
e e
não não
fica ficar
com com
um um
frustrado frustrado
saudosista saudosista
Puxa puxar
vida vida
é ser
pastor pastor
eu eu
não não
tive ter
na em_o
minha meu
época época
os o
pastores pastor
não não
falavam falar
isso isso
não não
não não
importa importar
a o
tua tua
idade idade
em em
alguma algum
coisa coisa
talvez talvez
o o
pastor pastor
não não
tem ter
mais mais
ninguém ninguém
mas mas
tem ter
gente gente
perto perto
de de
você você
tem ter
alguém alguém
que que
você você
pode poder
destruir destruir
tem ter
alguém alguém
que que
você você
pode poder
dar dar
uma um
palavra palavra
também também
que que
você você
pode poder
ajudar ajudar
e e
tem ter
alguma algum
coisa coisa
que que
você você
pode poder
modificar modificar
em em
você você
e e
para para
ajudar ajudar
o o
seu seu
casamento casamento
mesmo mesmo
que que
você você
tenha ter
40 40
anos ano
de de
casado casado
né né
e e
agora agora
deixa deixar
eu eu
deixar deixar
minha meu
palavra palavra
final final
uma um
coisa coisa
para para
os o
homens homem
Eu eu
quero querer
vocês você
e e
que que
tipo tipo
de de
homem homem
e e
as o
mulheres mulher
os o
filhos filho
e e
a o
sociedade sociedade
espera esperar
homens homem
que que
sabem saber
o o
que que
querem querer
homens homem
que que
sabem saber
para para
onde onde
estão estar
indo ir
homens homem
que que
sabem saber
quem quem
tem ter
trem trem
e e
o o
que que
significa significar
ser ser
homem homem
um um
simples simples
ver ver
que que
você você
tem ter
a o
gente gente
Itália itália
masculino masculino
e e
o o
hormônio hormônio
masculino masculino
homem homem
essa esse
responsável responsável
homem homem
é ser
ter ter
autoridade autoridade
homem homem
palavra palavrar
realizar realizar
homem homem
é ser
fazer fazer
acontecer acontecer
homem homem
é ser
construir construir
uma um
história história
homem homem
é ser
deixar deixar
um um
legado legado
de de
uma um
memória memória
o o
que que
vão ir
falar falar
de de
você você
quando quando
você você
for ir
embora embora
a o
história história
Qual qual
é ser
o o
legado legado
o o
meu meu
pai pai
era ser
um um
homem homem
simples simples
meu meu
pai pai
um um
homem homem
pobre pobre
mas mas
meu meu
pai pai
era ser
um um
cara cara
de de
caráter caráter
o o
meu meu
pai pai
um um
cara cara
honesto honesto
hoje hoje
pensam pensar
se se
deixar deixar
coisas coisa
para para
os o
filhos filho
materiais material
perecíveis perecível
casa casa
dinheiro dinheiro
grana granir
carros carro
importados importar
tô tô
dizendo dizer
que que
não não
tô tô
contrariando contrariar
isso isso
mas mas
essa esse
é ser
a o
essência essência
as o
coisas coisa
que que
parecem parecer
e e
aquilo aquilo
que que
permanece permanecer
na em_o
história história
do de_o
indivíduo indivíduo
com com
qual qual
é ser
o o
legado legado
que que
você você
vai ir
deixar deixar
para para
tua tua
família família
como como
é ser
que que
bom bom
lembrar lembrar
você você
tá estar
igual igual
aquela aquele
história história
aquela aquele
história história
o o
cara cara
morreu morrer
é ser
a o
mulher mulher
do de_o
cara cara
tá estar
no em_o
canto canto
da de_o
sala sala
do de_o
velório velório
assim assim
não não
chora chorar
E e
aí aí
chega chegar
o o
pastor pastor
animado animar
crê crer
que que
Jesus jesus
ressuscita ressuscitar
mortos matar
aí aí
chega chegar
assim assim
Irmãos irmãos
vamos ir
fazer fazer
uma um
oração oração
porque porque
Jesus jesus
pode poder
resgatar resgatar
isso isso
na em_o
manhã manhã
desse de_esse
momentinho momento
um um
momentinho momento
Pastor pastor
aqui aqui
tá estar
de de
mim eu
não não
faça fazer
essa esse
loucura loucura
o o
Deus deus
faz fazer
tudo tudo
perfeito perfeito
e e
eu eu
termino terminar
dizendo dizer
gente gente
a o
família família
é ser
um um
projeto projeto
de de
Deus deus
história história
da de_o
civilização civilização
humana humano
está estar
sustentado sustentar
o o
homem homem
EA ea
mulher mulher
e e
sua seu
prole prole
a a
história história
da de_o
civilização civilização
humana humano
e e
sendo ser
tropológico tropológico
esse esse
a a
sociológico sociológico
não não
é ser
apenas apenas
teológico teológico
agora agora
imagine imaginar
de de
34 34
anos ano
para para
cá cá
a o
coisa coisa
tão tão
feia feio
a o
ciência ciência
escute escutar
o o
que que
eu eu
vou ir
te tu
falar falar
já já
tô tô
entrando entrar
a o
ciência ciência
que que
se se
gabava gabar
nós nós
não não
nos nós
dobramos dobrar
a o
religião religião
nós nós
somos ser
superiores alto
a o
religião religião
ciência ciência
tá estar
se se
dobrando dobrar
a o
cultura cultura
é ser
o o
instrumento instrumento
da de_o
verdade verdade
científica científico
é ser
o o
experimento experimento
e e
olha olhar
só só
escutei escutar
essa esse
vocês você
sabem saber
como como
é ser
que que
o o
homossexualismo homossexualismo
saiu sair
de de
transtorno transtorno
e e
da de_o
sociedade sociedade
de de
psiquiatria psiquiatria
dos de_o
Estados estados
Unidos unidos
no em_o
voto voto
55 55
a a
45 45
45 45
porcento porcento
dos de_o
psiquiatras psiquiatra
só só
não não
é ser
um um
agora agora
agora agora
e e
a o
Organização organização
Mundial mundial
de de
Saúde saúde
quer querer
tirar tirar
do de_o
CDI cdi
o o
que que
classifica classificar
as o
coisas coisa
internacionalmente internacionalmente
gênero gênero
transtorno transtorno
e e
fala falar
no em_o
manual manual
médico médico
aqui aqui
sabe saber
que que
eu eu
tô tô
falando falar
é ser
considerado considerar
um um
transtorno transtorno
eles eles
querem querer
tirar tirar
a o
ciência ciência
se se
dobrando dobrar
a o
cultura cultura
EA ea
